row_label_raw,row_label_full,Thuế TNDN phải nộp (Thuyết minh số 23.2),Số cuối năm > 172.757.057.796,VND Số đầu năm > 56.194.555.201,numeric__Số cuối năm > 172.757.057.796,numeric__VND Số đầu năm > 56.194.555.201
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.292.323.411,1.558.548.324,1292323411.0,1558548324.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,20.180.013,82.901.795,20180013.0,82901795.0
Khác,Khác,Khác,408.181.619,112.254.001,408181619.0,112254001.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,174.477.742.839,57.948.259.321,174477742839.0,57948259321.0
