row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu từ các nhà cung cấp (i),Phải thu từ các nhà cung cấp (i),Phải thu từ các nhà cung cấp (i),315.160.616.094,141.101.160.525,315160616094.0,141101160525.0
- Samsung Điện Từ Việt Nam,- Samsung Điện Từ Việt Nam,- Samsung Điện Từ Việt Nam,,,,
Thái Nguyên,- Samsung Điện Từ Việt Nam > Thái Nguyên,Thái Nguyên,84.642.627.135,-,84642627135.0,
- Sony Điện Từ Việt Nam,- Samsung Điện Từ Việt Nam > - Sony Điện Từ Việt Nam,- Sony Điện Từ Việt Nam,39.288.779.993,13.405.458.562,39288779993.0,13405458562.0
- Apple South Asia Pte Ltd,- Samsung Điện Từ Việt Nam > - Apple South Asia Pte Ltd,- Apple South Asia Pte Ltd,33.241.094.849,-,33241094849.0,
- Thế giới số,- Samsung Điện Từ Việt Nam > - Thế giới số,- Thế giới số,743.694.036,27.659.794.327,743694036.0,27659794327.0
- Khác,- Samsung Điện Từ Việt Nam > - Khác,- Khác,157.244.420.080,100.035.907.636,157244420080.0,100035907636.0
Tạm ứng cho nhân viên,- Samsung Điện Từ Việt Nam > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,11.492.620.175,3.145.127.782,11492620175.0,3145127782.0
Thuế giá trị gia tăng chưa kê khai,- Samsung Điện Từ Việt Nam > Thuế giá trị gia tăng chưa kê khai,Thuế giá trị gia tăng chưa kê khai,8.360.478.184,8.629.278.856,8360478184.0,8629278856.0
Phải thu nhân viên,- Samsung Điện Từ Việt Nam > Phải thu nhân viên,Phải thu nhân viên,1.472.973.206,10.084.486.253,1472973206.0,10084486253.0
Các khoản khác,- Samsung Điện Từ Việt Nam > Các khoản khác,Các khoản khác,4.476.132.382,3.664.765.513,4476132382.0,3664765513.0
TỔNG CỘNG,- Samsung Điện Từ Việt Nam > TỔNG CỘNG,TỔNG CỘNG,340.962.820.041,166.624.818.929,340962820041.0,166624818929.0
