row_label_raw,row_label_full,a),Các khoản chi phí bán hàng phát sinh trong năm,Năm 2024VND > 6.739.453.149,Năm 2023VND > 6.231.924.684,numeric__Các khoản chi phí bán hàng phát sinh trong năm,numeric__Năm 2024VND > 6.739.453.149,numeric__Năm 2023VND > 6.231.924.684
a),a),a),Chi phí nhân viên,4.212.235.163,4.323.261.990,,4212235163.0,4323261990.0
a),a),a),Chi phí dịch vụ mua ngoài,2.505.447.149,1.441.666.361,,2505447149.0,1441666361.0
a),a),a),Chi phí bằng tiền khác,21.770.837,466.996.333,,21770837.0,466996333.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,40.569.562.889,44.895.270.991,,40569562889.0,44895270991.0
b),b),b),Chi phí nhân viên quản lý,27.947.148.872,27.016.775.554,,27947148872.0,27016775554.0
b),b),b),Chi phí đồ dùng văn phòng,409.803.668,1.026.972.459,,409803668.0,1026972459.0
b),b),b),Chi phí khấu hao TSCĐ,1.532.165.388,1.924.480.912,,1532165388.0,1924480912.0
b),b),b),"Thuế, phí và lệ phí",776.478.935,656.841.522,,776478935.0,656841522.0
b),b),b),Chi phí dự phòng,-,198.000.000,,,198000000.0
b),b),b),Chi phí dịch vụ mua ngoài,9.217.240.680,13.714.859.288,,9217240680.0,13714859288.0
b),b),b),Chi phí bằng tiền khác,686.725.346,357.341.256,,686725346.0,357341256.0
c),c),c),Các khoản ghi giảm chi phí bán hàng và chi phí quản lý doanh nghiệp,(220.000.000),-,,-220000000.0,
c),c),c),Hoàn nhập dự phòng phải thu,(220.000.000),-,,-220000000.0,
c),c),c),Cộng,47.089.016.038,51.127.195.675,,47089016038.0,51127195675.0
