row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Mua hàng,Mua hàng,Mua hàng,Mua hàng,Mua hàng,,
Công ty CP Xây dựng C.E.O,Mua hàng > Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,55.625.193.264,3.055.665.740,55625193264.0,3055665740.0
Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Mua hàng > Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,16.666.667,-,16666667.0,
Công ty TNHH Phát triển nguồn nhân lực C.E.O,Mua hàng > Công ty TNHH Phát triển nguồn nhân lực C.E.O,Công ty TNHH Phát triển nguồn nhân lực C.E.O,134.352.187,253.645.450,134352187.0,253645450.0
Công ty CP Du lịch C.E.O,Mua hàng > Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,4.551.562.531,5.958.806.313,4551562531.0,5958806313.0
Công ty TNHH Green Phú Quốc,Mua hàng > Công ty TNHH Green Phú Quốc,Công ty TNHH Green Phú Quốc,-,576.952.602,,576952602.0
Công ty TNHH C.E.O Hospitality,Mua hàng > Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,15.972.310.086,14.546.105.297,15972310086.0,14546105297.0
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Mua hàng > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,4.788.360.231,1.918.715.665,4788360231.0,1918715665.0
Công ty TNHH MTV Phú Kiên Phú Quốc,Mua hàng > Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,447.979.734,295.829.955,447979734.0,295829955.0
Công ty TNHH MTV Du lịch và Dịch vụ Happy Family,Mua hàng > Công ty TNHH MTV Du lịch và Dịch vụ Happy Family,Công ty TNHH MTV Du lịch và Dịch vụ Happy Family,-,1.544.989.564,,1544989564.0
Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,Mua hàng > Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,37.866.335.740,79.020.339.520,37866335740.0,79020339520.0
