row_label_raw,row_label_full,Các đối tượng khác,66.355.652,-,66.355.652_1,-_1,numeric__66.355.652,numeric__-,numeric__66.355.652_1,numeric__-_1
Lãi phải thu,Lãi phải thu,Lãi phải thu,11.087.301.005,-,29.847.083.943,-,11087301005.0,,29847083943.0,
Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,5.516.430.822,-,12.509.139.044,-,5516430822.0,,12509139044.0,
Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,4.427.268.111,-,12.068.473.204,-,4427268111.0,,12068473204.0,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,18.986.301,-,596.821.918,-,18986301.0,,596821918.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,1.062.418.510,-,4.672.649.777,-,1062418510.0,,4672649777.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,62.197.261,-,-,-,62197261.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,620.213.264.182,-,682.372.976.357,-,620213264182.0,,682372976357.0,
Tiền thỏa thuận đền bù dự án Khu biệt thụ cao cấp Sonasea Residences (4),Tiền thỏa thuận đền bù dự án Khu biệt thụ cao cấp Sonasea Residences (4),Tiền thỏa thuận đền bù dự án Khu biệt thụ cao cấp Sonasea Residences (4),615.882.351.880,-,612.727.646.590,-,615882351880.0,,612727646590.0,
Thuế TNCN phải thu của cán bộ công nhân viên,Thuế TNCN phải thu của cán bộ công nhân viên,Thuế TNCN phải thu của cán bộ công nhân viên,2.131.288.189,-,2.071.021.535,-,2131288189.0,,2071021535.0,
Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,-,-,59.346.000.000,-,,,59346000000.0,
Công ty CP Đầu tư và Phát triển Nha Trang,Công ty CP Đầu tư và Phát triển Nha Trang,Công ty CP Đầu tư và Phát triển Nha Trang,-,-,5.940.000.000,-,,,5940000000.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,2.199.624.113,-,2.288.308.232,-,2199624113.0,,2288308232.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,1.692.084.000,-,1.692.084.000,-,1692084000.0,,1692084000.0,
Phải thu khác,Phải thu khác,Phải thu khác,1.692.084.000,-,1.692.084.000,-,1692084000.0,,1692084000.0,
Ban đền bù giải phóng mặt bằng Quốc Oai (5),Ban đền bù giải phóng mặt bằng Quốc Oai (5),Ban đền bù giải phóng mặt bằng Quốc Oai (5),1.692.084.000,-,1.692.084.000,-,1692084000.0,,1692084000.0,
