row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị hợp lý VND,Số cuối năm > Dự phòng VND,Số đầu năm > Giá gốc VND,Số đầu năm > Giá trị hợp lý VND,Số đầu năm > Dự phòng VND,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị hợp lý VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Giá trị hợp lý VND,numeric__Số đầu năm > Dự phòng VND
Đầu tư vào công ty con (1),Đầu tư vào công ty con (1),Đầu tư vào công ty con (1),1.029.032.297.286,(*),-,1.029.032.297.286,(*),-,1029032297286.0,,,1029032297286.0,,
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",423.800.000.000,(*),-,523.800.000.000,(*),-,423800000000.0,,,523800000000.0,,
Cộng,Cộng,Cộng,1.452.832.297.286,-,-,1.552.832.297.286,-,-,1452832297286.0,,,1552832297286.0,,
