row_label_raw,row_label_full,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_1,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_2,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_3,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_4,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_5,THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_6,numeric__THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_1,numeric__THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_2,numeric__THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_3,numeric__THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_4,numeric__THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_5,numeric__THUYẾT MINH BẢO CÁO TÀI CHÍNH (Tiếp theo)Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo_6
10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu,,,,,,,,,,,,
10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu,Vốn đầu tư của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Quỹ đầu tư phát triển VND,Lợi nhuận chưa phân phối VND,Tổng VND,,,,,,
Số đầu năm trước,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu > Số đầu năm trước,Số đầu năm trước,2.747.440.630.000,139.270.925.591,(42.082.508.146),19.572.915.034,103.224.577.716,2.967.426.540.195,2747440630000.0,139270925591.0,-42082508146.0,19572915034.0,103224577716.0,2967426540195.0
Lợi nhuận trong năm,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu > Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,45.228.095.227,45.228.095.227,,,,,45228095227.0,45228095227.0
(Tăng) cổ phiếu quỹ,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu > (Tăng) cổ phiếu quỹ,(Tăng) cổ phiếu quỹ,-,-,(92.599.450.000),-,-,(92.599.450.000),,,-92599450000.0,,,-92599450000.0
Số đầu năm nay,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu > Số đầu năm nay,Số đầu năm nay,2.747.440.630.000,139.270.925.591,(134.681.958.146),19.572.915.034,148.452.672.943,2.920.055.185.422,2747440630000.0,139270925591.0,-134681958146.0,19572915034.0,148452672943.0,2920055185422.0
Lợi nhuận trong năm,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu > Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,115.449.037.721,115.449.037.721,,,,,115449037721.0,115449037721.0
Số cuối năm nay,10. VỐN CHỦ SỞ HỮUThay đổi trong vốn chủ sở hữu > Số cuối năm nay,Số cuối năm nay,2.747.440.630.000,139.270.925.591,(134.681.958.146),19.572.915.034,263.901.710.664,3.035.504.223.143,2747440630000.0,139270925591.0,-134681958146.0,19572915034.0,263901710664.0,3035504223143.0
