row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phần số hữu %,Tỷ lệ quyền biểu quyết nắm giữ %,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần số hữu %,numeric__Tỷ lệ quyền biểu quyết nắm giữ %,numeric__Hoạt động chính
Công ty Cổ phần phát triển dịch vụ Hoàng Giang,Công ty Cổ phần phát triển dịch vụ Hoàng Giang,Công ty Cổ phần phát triển dịch vụ Hoàng Giang,"Km9 quốc lộ 5, xã Nam Sơn, huyện An Dương, thành phố Hải Phòng","99,78","99,78",Kinh doanh ô tô,,99.78,99.78,
Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,"Phòng A, tầng 8, tòa nhà 116 Nguyễn Đức Cảnh, Lê Chân, Hải Phòng","90,17","90,17",XD nhà ở xã hội,,90.17,90.17,
