row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốcVND,Số cuối năm > Giá trị ghi sổVND,Số đầu năm > Giá gốcVND,Số đầu năm > Giá trị ghi sổVND,numeric__Số cuối năm > Giá gốcVND,numeric__Số cuối năm > Giá trị ghi sổVND,numeric__Số đầu năm > Giá gốcVND,numeric__Số đầu năm > Giá trị ghi sổVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,807.577.048.455,807.577.048.455,834.077.012.986,834.077.012.986,807577048455.0,807577048455.0,834077012986.0,834077012986.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,807.577.048.455,807.577.048.455,834.077.012.986,834.077.012.986,807577048455.0,807577048455.0,834077012986.0,834077012986.0
Cộng,Cộng,Cộng,807.577.048.455,807.577.048.455,834.077.012.986,834.077.012.986,807577048455.0,807577048455.0,834077012986.0,834077012986.0
