row_label_raw,row_label_full,col_0,Năm nay,Nam trước,numeric__Năm nay,numeric__Nam trước
Thu từ thanh lý tài sản,Thu từ thanh lý tài sản,Thu từ thanh lý tài sản,225.234.909,318.181.818,225234909.0,318181818.0
Tiền phạt thu được,Tiền phạt thu được,Tiền phạt thu được,3.844.852.009,2.862.872.800,3844852009.0,2862872800.0
Các khoản khác,Các khoản khác,Các khoản khác,294.982.192,7.619.369,294982192.0,7619369.0
Cộng,Cộng,Cộng,4.365.069.110,3.188.673.987,4365069110.0,3188673987.0
