row_label_raw,row_label_full,col_0,Phải thu,Phải nộp,Số phải nộp,Số đã thực nộp,Phải thu_1,Phải nộp_1,numeric__Phải thu,numeric__Phải nộp,numeric__Số phải nộp,numeric__Số đã thực nộp,numeric__Phải thu_1,numeric__Phải nộp_1
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,3.296.660.589,27.299.275.608,48.728.281.701,51.434.913.290,3.824.374.505,30.005.907.197,3296660589.0,27299275608.0,48728281701.0,51434913290.0,3824374505.0,30005907197.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,41.054.005.603,19.119.893.756,25.471.635.979,,34.702.263.380,,41054005603.0,19119893756.0,25471635979.0,,34702263380.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.427.130.444,2.346.128.708,4.941.387.453,3.131.112.239,2.349.615.426,4.078.888.904,2427130444.0,2346128708.0,4941387453.0,3131112239.0,2349615426.0,4078888904.0
"Thuế nhà đất, thuê đất...","Thuế nhà đất, thuê đất...","Thuế nhà đất, thuê đất...",,,,,,,,,,,,
"Các khoản phí, lệ phí, thuế khác","Thuế nhà đất, thuê đất... > Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác",486.089.758,,9.053.524,9.053.524,420.221.208,,486089758.0,,9053524.0,9053524.0,420221208.0,
Cộng,"Thuế nhà đất, thuê đất... > Cộng",Cộng,6.209.880.791,70.699.409.919,72.798.616.434,80.046.715.032,6.594.211.139,68.787.059.481,6209880791.0,70699409919.0,72798616434.0,80046715032.0,6594211139.0,68787059481.0
