row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận thuần,Ảnh hưởng đến lợi nhuận thuần_1,numeric__Ảnh hưởng đến lợi nhuận thuần,numeric__Ảnh hưởng đến lợi nhuận thuần_1
,,,31/12/2017,01/01/2017,,
Tỷ giá hối đoái VND và USD tăng 2%,Tỷ giá hối đoái VND và USD tăng 2%,Tỷ giá hối đoái VND và USD tăng 2%,90.993.824,6.471.417,90993824.0,6471417.0
Tỷ giá hối đoái VND và USD giảm 2%,Tỷ giá hối đoái VND và USD giảm 2%,Tỷ giá hối đoái VND và USD giảm 2%,(90.993.824),(6.471.417),-90993824.0,-6471417.0
