row_label_raw,row_label_full,col_0,Năm nay,Nam trước,numeric__Năm nay,numeric__Nam trước
Giá vốn cá xuất khẩu,Giá vốn cá xuất khẩu,Giá vốn cá xuất khẩu,78.341.401.715,312.469.740.312,78341401715.0,312469740312.0
Giá vốn bất động sản,Giá vốn bất động sản,Giá vốn bất động sản,241.315.478.527,168.418.129.460,241315478527.0,168418129460.0
Giá vốn thuần dịch vụ,Giá vốn thuần dịch vụ,Giá vốn thuần dịch vụ,12.474.485.185,9.090.258.300,12474485185.0,9090258300.0
Giá vốn xây dựng,Giá vốn xây dựng,Giá vốn xây dựng,83.659.722.090,156.301.966.410,83659722090.0,156301966410.0
Giá vốn thương mại,Giá vốn thương mại,Giá vốn thương mại,401.480.857.095,,401480857095.0,
Giá vốn thức ăn cá,Giá vốn thức ăn cá,Giá vốn thức ăn cá,854.441.625.710,341.410.708.279,854441625710.0,341410708279.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,63.681.847,,63681847.0,
Cộng,Cộng,Cộng,1.671.777.252.169,987.690.802.761,1671777252169.0,987690802761.0
