row_label_raw,row_label_full,Tại thúc tại ngày 31/12/2017,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,301.592.773.879,,,301.592.773.879,301592773879.0,,,301592773879.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,870.355.659.738,,,870.355.659.738,870355659738.0,,,870355659738.0
Vay và nợ,Vay và nợ,Vay và nợ,671.777.373.907,501.660.491.225,,1.173.437.865.132,671777373907.0,501660491225.0,,1173437865132.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,61.320.381.064,,,61.320.381.064,61320381064.0,,,61320381064.0
Cộng,Cộng,Cộng,1.905.046.188.588,501.660.491.225,,2.406.706.679.813,1905046188588.0,501660491225.0,,2406706679813.0
