row_label_raw,row_label_full,Đối tượng,Mối quan hệ,Năm nay,numeric__Mối quan hệ,numeric__Năm nay
+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,Cty liên kết,293.971.839.533,,293971839533.0
+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,Đầu tư dài hạn khác,46.723.200.000,,46723200000.0
