row_label_raw,row_label_full,col_0,Tại ngày1.1.2019VNĐ,TăngVNĐ,GiảmVNĐ,Nợ dai hạnđến hạn trảVNĐ,Tại ngày31.12.2019VNĐ,numeric__Tại ngày1.1.2019VNĐ,numeric__TăngVNĐ,numeric__GiảmVNĐ,numeric__Nợ dai hạnđến hạn trảVNĐ,numeric__Tại ngày31.12.2019VNĐ
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),1.072.648.127.416,-,(338.600.000.000),(132.100.000.000),601.948.127.416,1072648127416.0,,-338600000000.0,-132100000000.0,601948127416.0
Nợ thuê tài chính(Thuyết minh 15(c)),Nợ thuê tài chính(Thuyết minh 15(c)),Nợ thuê tài chính(Thuyết minh 15(c)),67.955.220.879,410.181.270,-,(21.652.077.502),46.713.324.647,67955220879.0,410181270.0,,-21652077502.0,46713324647.0
,,,1.140.603.348.295,410.181.270,(338.600.000.000),(153.752.077.502),648.661.452.063,1140603348295.0,410181270.0,-338600000000.0,-153752077502.0,648661452063.0
