row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.522.139.504.503,3.907.838.531.735,,,3522139504503.0,3907838531735.0
210,210,210,Các khoản phải thu dài hạn,,3.453.843.850,3.435.857.850,,,3453843850.0,3435857850.0
216,216,216,Phải thu dài hạn khác,7(b),3.453.843.850,3.435.857.850,,,3453843850.0,3435857850.0
220,220,220,Tài sản cố định,,3.271.960.989.617,3.333.800.241.198,,,3271960989617.0,3333800241198.0
221,221,221,Tài sản cố định hữu hình,10(a),2.916.307.760.418,3.128.025.133.461,,,2916307760418.0,3128025133461.0
222,222,222,Nguyên giá,,4.437.069.211.154,4.424.723.404.177,,,4437069211154.0,4424723404177.0
223,223,223,Giá trị khấu hao lũy kế,,(1.520.761.450.736),(1.296.698.270.716),,,-1520761450736.0,-1296698270716.0
224,224,224,Tài sản cố định thuê tài chính,10(b),161.933.804.303,-,,,161933804303.0,
225,225,225,Nguyên giá,,169.433.832.365,-,,,169433832365.0,
226,226,226,Giá trị khấu hao lũy kế,,(7.500.028.062),-,,,-7500028062.0,
227,227,227,Tài sản cố định vô hình,10(c),193.719.424.896,205.775.107.737,,,193719424896.0,205775107737.0
228,228,228,Nguyên giá,,213.345.869.808,222.756.487.677,,,213345869808.0,222756487677.0
229,229,229,Giá trị khấu hao lũy kế,,(19.626.444.912),(16.981.379.940),,,-19626444912.0,-16981379940.0
240,240,240,Tài sản dở dang dài hạn,,49.070.606.991,379.143.372.402,,,49070606991.0,379143372402.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,49.070.606.991,379.143.372.402,,11.0,49070606991.0,379143372402.0
250,250,250,Đầu tư tài chính dài hạn,,127.370.000.000,160.190.000.000,,,127370000000.0,160190000000.0
251,251,251,Đầu tư vào công ty con,4(c),79.000.000.000,151.000.000.000,,,79000000000.0,151000000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),48.370.000.000,9.190.000.000,,,48370000000.0,9190000000.0
260,260,260,Tài sản dài hạn khác,,70.284.064.045,31.269.060.285,,,70284064045.0,31269060285.0
261,261,261,Chi phí trả trước dài hạn,9(b),70.284.064.045,31.269.060.285,,,70284064045.0,31269060285.0
270,270,270,TỔNG TÀI SẢN,,7.976.628.746.549,7.961.547.760.979,,,7976628746549.0,7961547760979.0
