row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2019VND,2018VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kể toán trước thuếĐiều chỉnh cho các khoản:,,133.917.761.214,52.688.915.504,,,133917761214.0,52688915504.0
02,Mãsố > 02,02,"Khẩu hao tài sản cố định (""TSCĐ"")",,428.111.793.825,407.669.125.144,,,428111793825.0,407669125144.0
03,Mãsố > 03,03,Các khoản dự phòng,,-,197.336.799,,,,197336799.0
04,Mãsố > 04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,,6.255.238.305,18.631.509.175,,,6255238305.0,18631509175.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(258.576.150.964),(26.795.598.945),,,-258576150964.0,-26795598945.0
06,Mãsố > 06,06,Chi phí lãi vay,,228.239.228.698,327.689.392.059,,,228239228698.0,327689392059.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,537.947.871.078,780.080.679.736,,,537947871078.0,780080679736.0
09,Mãsố > 09,09,(Tăng)/giảm các khoản phải thu,,(142.373.583.346),587.763.642.976,,,-142373583346.0,587763642976.0
10,Mãsố > 10,10,(Tăng)/giảm hàng tồn kho,,(146.547.399.674),1.568.593.395.837,,,-146547399674.0,1568593395837.0
11,Mãsố > 11,11,Tăng/(giảm) các khoản phải trả,,1.220.157.450.037,(333.138.592.654),,,1220157450037.0,-333138592654.0
12,Mãsố > 12,12,(Tăng)/giảm chi phí trả trước,,(38.649.400.628),3.541.918.827,,,-38649400628.0,3541918827.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(233.935.530.092),(317.489.760.507),,,-233935530092.0,-317489760507.0
15,Mãsố > 15,15,Thuế TNDN đã nộp,,(42.393.419.864),(50.263.783.803),,,-42393419864.0,-50263783803.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(661.500.000),(4.853.473.007),,,-661500000.0,-4853473007.0
