row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.153.544.487.511,2.234.234.027.405,,,1153544487511.0,2234234027405.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,,,,
21,Mãsố > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(94.892.045.798),(339.498.549.598),,,-94892045798.0,-339498549598.0
22,Mãsố > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,252.399.306.332,790.909.091,,,252399306332.0,790909091.0
23,Mãsố > 23,23,Tiền gửi có kỳ hạn tại ngân hàng,,(1.021.203.715.735),(84.790.000.000),,,-1021203715735.0,-84790000000.0
24,Mãsố > 24,24,Tiền thu hồi tiên gửi có kỳ hạn tại ngân hàng,,509.503.385.049,300.000.000.000,,,509503385049.0,300000000000.0
25,Mãsố > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(22.521.400.000),,,,-22521400000.0
26,Mãsố > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,105.136.740.000,-,,,105136740000.0,
27,Mãsố > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,20.366.301.096,17.833.493.960,,,20366301096.0,17833493960.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(228.690.029.056),(128.185.546.547),,,-228690029056.0,-128185546547.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
33,Mãsố > 33,33,Tiền thu đi vay,,8.961.750.010.468,10.822.524.430.778,,,8961750010468.0,10822524430778.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(10.246.608.681.568),(12.540.788.285.633),,,-10246608681568.0,-12540788285633.0
35,Mãsố > 35,35,Tiền chi trả nợ gốc thuê tài chính,,(21.551.624.950),(23.518.944.732),,,-21551624950.0,-23518944732.0
36,Mãsố > 36,36,Tiền cổ tức đã trả cho chủ sở hữu,,-,(1.000.000.000),,,,-1000000000.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(1.306.410.296.050),(1.742.782.799.587),,,-1306410296050.0,-1742782799587.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(381.555.837.595),363.265.681.271,,,-381555837595.0,363265681271.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,453.394.419.252,90.861.349.808,,3.0,453394419252.0,90861349808.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,4.744.932,(732.611.827),,,4744932.0,-732611827.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,71.843.326.589,453.394.419.252,,3.0,71843326589.0,453394419252.0
