row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND
300,300,300,NỘ PHẢI TRẢ,,4.956.186.377.506,5.030.909.697.567,,,4956186377506.0,5030909697567.0
310,310,310,Nợ ngắn hạn,,4.306.624.925.443,3.889.406.349.272,,,4306624925443.0,3889406349272.0
311,311,311,Phải trả người bán ngắn hạn,12,1.815.680.178.481,546.047.315.924,,12.0,1815680178481.0,546047315924.0
312,312,312,Người mua trả tiền trước ngắn hạn,,46.003.223.702,71.296.280.612,,,46003223702.0,71296280612.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13,758.814.883,272.125.570,,13.0,758814883.0,272125570.0
314,314,314,Phải trả người lao động,,15.484.184.104,23.037.449.132,,,15484184104.0,23037449132.0
315,315,315,Chi phí phải trả ngắn hạn,14,10.509.320.038,18.494.595.277,,14.0,10509320038.0,18494595277.0
319,319,319,Phải trả ngắn hạn khác,,9.666.813.505,10.683.320.899,,,9666813505.0,10683320899.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,15(a),2.359.037.474.819,3.171.148.881.666,,,2359037474819.0,3171148881666.0
322,322,322,"Quỹ khen thưởng, phúc lợi",16,49.484.915.911,48.426.380.192,,16.0,49484915911.0,48426380192.0
330,330,330,Nợ dài hạn,,649.561.452.063,1.141.503.348.295,,,649561452063.0,1141503348295.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,"15(b), (c)",648.661.452.063,1.140.603.348.295,,,648661452063.0,1140603348295.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.020.442.369.043,2.930.638.063.412,,,3020442369043.0,2930638063412.0
410,410,410,Vốn chủ sở hữu,,3.020.442.369.043,2.930.638.063.412,,,3020442369043.0,2930638063412.0
411,411,411,Vốn góp của chủ sở hữu,"17, 18",1.819.998.680.000,1.819.998.680.000,,,1819998680000.0,1819998680000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.819.998.680.000,1.819.998.680.000,,,1819998680000.0,1819998680000.0
412,412,412,Thặng dư vốn cổ phần,18,766.255.590.000,766.255.590.000,,18.0,766255590000.0,766255590000.0
418,418,418,Quỹ đầu tư phát triển,18,38.504.256.821,37.357.566.342,,18.0,38504256821.0,37357566342.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,18,35.734.612.915,34.587.922.436,,18.0,35734612915.0,34587922436.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",18,359.949.229.307,272.438.304.634,,18.0,359949229307.0,272438304634.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,268.424.887.957,223.889.748.010,,,268424887957.0,223889748010.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,91.524.341.350,48.548.556.624,,,91524341350.0,48548556624.0
440,440,440,TỔNG NGUỒN VỐN,,7.976.628.746.549,7.961.547.760.979,,,7976628746549.0,7961547760979.0
