row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019 > Số phải thu VND > 11.369.174,1/1/2019 > Số phải nộp VND > 67.261.665,Biến động trong năm > Số phải nộp trong năm VND > 34.202.223.373,Biến động trong năm > Số đã nộp/bù trừ với thuế phải thu trong năm VND > (32.217.688.542),31/12/2019 > Số phải thu VND > -,31/12/2019 > Số phải nộp VND > 2.040.427.322,numeric__1/1/2019 > Số phải thu VND > 11.369.174,numeric__1/1/2019 > Số phải nộp VND > 67.261.665,numeric__Biến động trong năm > Số phải nộp trong năm VND > 34.202.223.373,numeric__Biến động trong năm > Số đã nộp/bù trừ với thuế phải thu trong năm VND > (32.217.688.542),numeric__31/12/2019 > Số phải thu VND > -,numeric__31/12/2019 > Số phải nộp VND > 2.040.427.322
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,105.409.350,2.714.954.187,(2.708.268.149),-,112.095.388,,105409350.0,2714954187.0,-2708268149.0,,112095388.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,11.086.900.988,-,1.148.861.329,-,9.938.039.659,-,11086900988.0,,1148861329.0,,9938039659.0,
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,-,-,11.528.847.663,(8.747.091.459),-,2.781.756.204,,,11528847663.0,-8747091459.0,,2781756204.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,532.420.025,(532.420.025),-,-,,,532420025.0,-532420025.0,,
"Thuế, phí khác","Thuế, phí khác","Thuế, phí khác",-,-,6.000.000,(6.000.000),-,-,,,6000000.0,-6000000.0,,
,,,11.098.270.162,172.671.015,50.133.306.577,(44.211.468.175),9.938.039.659,4.934.278.914,11098270162.0,172671015.0,50133306577.0,-44211468175.0,9938039659.0,4934278914.0
