row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019VND,2018VND,,
Công ty TNHH Ông Thép Hòa Phát,Công ty TNHH Ông Thép Hòa Phát,Công ty TNHH Ông Thép Hòa Phát,Công ty TNHH Ông Thép Hòa Phát,Công ty TNHH Ông Thép Hòa Phát,,
Cung cấp dịch vụ,Công ty TNHH Ông Thép Hòa Phát > Cung cấp dịch vụ,Cung cấp dịch vụ,35.816.803.340,32.580.051.773,35816803340.0,32580051773.0
Các khoản cho vay,Công ty TNHH Ông Thép Hòa Phát > Các khoản cho vay,Các khoản cho vay,289.000.000.000,251.100.000.000,289000000000.0,251100000000.0
Nhận thanh toán gốc cho vay,Công ty TNHH Ông Thép Hòa Phát > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,289.000.000.000,251.100.000.000,289000000000.0,251100000000.0
Góp vốn,Công ty TNHH Ông Thép Hòa Phát > Góp vốn,Góp vốn,-,500.000.000.000,,500000000000.0
Lợi nhuận nhận được từ công ty con,Công ty TNHH Ông Thép Hòa Phát > Lợi nhuận nhận được từ công ty con,Lợi nhuận nhận được từ công ty con,673.978.738.081,1.410.932.406.574,673978738081.0,1410932406574.0
Công ty TNHH Điện lạnh Hòa Phát,Công ty TNHH Điện lạnh Hòa Phát,Công ty TNHH Điện lạnh Hòa Phát,Công ty TNHH Điện lạnh Hòa Phát,Công ty TNHH Điện lạnh Hòa Phát,,
Cung cấp dịch vụ,Công ty TNHH Điện lạnh Hòa Phát > Cung cấp dịch vụ,Cung cấp dịch vụ,4.389.190.612,4.522.647.160,4389190612.0,4522647160.0
Các khoản cho vay,Công ty TNHH Điện lạnh Hòa Phát > Các khoản cho vay,Các khoản cho vay,19.000.000.000,30.000.000.000,19000000000.0,30000000000.0
Nhận thanh toán gốc cho vay,Công ty TNHH Điện lạnh Hòa Phát > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,39.000.000.000,16.000.000.000,39000000000.0,16000000000.0
Lợi nhuận nhận được từ công ty con,Công ty TNHH Điện lạnh Hòa Phát > Lợi nhuận nhận được từ công ty con,Lợi nhuận nhận được từ công ty con,103.572.054.343,45.239.903.421,103572054343.0,45239903421.0
Công ty CP Thép Hòa Phát Hải Dương,Công ty CP Thép Hòa Phát Hải Dương,Công ty CP Thép Hòa Phát Hải Dương,Công ty CP Thép Hòa Phát Hải Dương,Công ty CP Thép Hòa Phát Hải Dương,,
Cung cấp dịch vụ,Công ty CP Thép Hòa Phát Hải Dương > Cung cấp dịch vụ,Cung cấp dịch vụ,61.635.254.748,42.235.911.422,61635254748.0,42235911422.0
Các khoản cho vay,Công ty CP Thép Hòa Phát Hải Dương > Các khoản cho vay,Các khoản cho vay,-,34.000.000.000,,34000000000.0
Nhận thanh toán gốc cho vay,Công ty CP Thép Hòa Phát Hải Dương > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,34.000.000.000,-,34000000000.0,
Các khoản đi vay,Công ty CP Thép Hòa Phát Hải Dương > Các khoản đi vay,Các khoản đi vay,-,384.000.000.000,,384000000000.0
Thanh toán gốc vay,Công ty CP Thép Hòa Phát Hải Dương > Thanh toán gốc vay,Thanh toán gốc vay,26.000.000.000,358.000.000.000,26000000000.0,358000000000.0
Góp vốn,Công ty CP Thép Hòa Phát Hải Dương > Góp vốn,Góp vốn,3.499.940.000.000,-,3499940000000.0,
Lợi nhuận nhận được từ công ty con,Công ty CP Thép Hòa Phát Hải Dương > Lợi nhuận nhận được từ công ty con,Lợi nhuận nhận được từ công ty con,8.886.544.343.836,4.723.312.153.138,8886544343836.0,4723312153138.0
Mua hàng hóa dịch vụ,Công ty CP Thép Hòa Phát Hải Dương > Mua hàng hóa dịch vụ,Mua hàng hóa dịch vụ,75.211.619.900,-,75211619900.0,
Công ty CP Thép Hòa Phát Dung Quất,Công ty CP Thép Hòa Phát Dung Quất,Công ty CP Thép Hòa Phát Dung Quất,Công ty CP Thép Hòa Phát Dung Quất,Công ty CP Thép Hòa Phát Dung Quất,,
Cung cấp dịch vụ,Công ty CP Thép Hòa Phát Dung Quất > Cung cấp dịch vụ,Cung cấp dịch vụ,11.839.038.593,11.741.023.907,11839038593.0,11741023907.0
