row_label_raw,row_label_full,col_0,1/1/2019Giá trị ghi sổ và sốcó khả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2019Giá trị ghi sổ và sốcó khả năng trả nợVND,numeric__1/1/2019Giá trị ghi sổ và sốcó khả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2019Giá trị ghi sổ và sốcó khả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,376.000.000.000,-,(376.000.000.000),-,376000000000.0,,-376000000000.0,
Vay dài hạnđến hạn trả,Vay dài hạnđến hạn trả,Vay dài hạnđến hạn trả,-,356.923.076.816,-,356.923.076.816,,356923076816.0,,356923076816.0
,,,376.000.000.000,356.923.076.816,(376.000.000.000),356.923.076.816,376000000000.0,356923076816.0,-376000000000.0,356923076816.0
