row_label_raw,row_label_full,Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn:- Đầu tư nắm giữ đến ngày đáo hạn -dài hạn,31/12/2019 > Giá trị ghi số Triệu VND > 20.000,31/12/2019 > Giá trị hợp lý Triệu VND > (*),1/1/2019 > Giá trị ghi số Triệu VND > -,1/1/2019 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2019 > Giá trị ghi số Triệu VND > 20.000,numeric__31/12/2019 > Giá trị hợp lý Triệu VND > (*),numeric__1/1/2019 > Giá trị ghi số Triệu VND > -,numeric__1/1/2019 > Giá trị hợp lý Triệu VND > (*)
Được phân loại là các khoản cho vay và phải thu:- Tiền và các khoản tương đương tiền- Phải thu khách hàng và phải thu ngắn hạn khác- Phải thu về cho vay ngắn hạn- Phải thu về cho vay dài hạn và phải thu dài hạn khác,Được phân loại là các khoản cho vay và phải thu:- Tiền và các khoản tương đương tiền- Phải thu khách hàng và phải thu ngắn hạn khác- Phải thu về cho vay ngắn hạn- Phải thu về cho vay dài hạn và phải thu dài hạn khác,Được phân loại là các khoản cho vay và phải thu:- Tiền và các khoản tương đương tiền- Phải thu khách hàng và phải thu ngắn hạn khác- Phải thu về cho vay ngắn hạn- Phải thu về cho vay dài hạn và phải thu dài hạn khác,837.62365.545-1.151.465,837.62365.545(*),299.19871.981470.4004.099,299.19871.981470.400(*),,,2.99198719814704e+20,
Được phân loại là tài sản tài chính sẵn sàng để bán:- Các khoản đầu tư vào công cụ vốn chủ sở hữu,Được phân loại là tài sản tài chính sẵn sàng để bán:- Các khoản đầu tư vào công cụ vốn chủ sở hữu,Được phân loại là tài sản tài chính sẵn sàng để bán:- Các khoản đầu tư vào công cụ vốn chủ sở hữu,47.586.470,(*),34.803.905,(*),47586470.0,,34803905.0,
Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ:- Phải trả người bán và phải trả ngắn hạn khác- Các khoản vay,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ:- Phải trả người bán và phải trả ngắn hạn khác- Các khoản vay,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ:- Phải trả người bán và phải trả ngắn hạn khác- Các khoản vay,(62.424)(4.640.000),(62.424)(*),(10.421)(1.075.000),(10.421)(1.049.017),,,,
,,,44.958.679,(*),34.564.162,(*),44958679.0,,34564162.0,
