row_label_raw,row_label_full,Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam (i),Số cuối nămVND > 2.890.066.594.483,Số đầu nămVND > 2.297.731.495.095,numeric__Số cuối nămVND > 2.890.066.594.483,numeric__Số đầu nămVND > 2.297.731.495.095
Công ty TNHH Phát triển Thương mại và Xuất nhập khẩu Thành Đạt,Công ty TNHH Phát triển Thương mại và Xuất nhập khẩu Thành Đạt,Công ty TNHH Phát triển Thương mại và Xuất nhập khẩu Thành Đạt,560.527.111,296.805.090,560527111.0,296805090.0
Công ty TNHH My Sơn,Công ty TNHH My Sơn,Công ty TNHH My Sơn,444.689.240,497.915.602,444689240.0,497915602.0
Công ty TNHH Thương mại Dịch vụ và Xây dựng Hưng Ngọc,Công ty TNHH Thương mại Dịch vụ và Xây dựng Hưng Ngọc,Công ty TNHH Thương mại Dịch vụ và Xây dựng Hưng Ngọc,-,175.167.165,,175167165.0
Công ty TNHH Global Link Thăng Long,Công ty TNHH Global Link Thăng Long,Công ty TNHH Global Link Thăng Long,-,309.526.766,,309526766.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,157.851.795,2.280.707.870,157851795.0,2280707870.0
,,,2.891.229.662.629,2.301.291.617.588,2891229662629.0,2301291617588.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn của khách hàng là các bên liên quan (Chỉ tiết tại Thuyết minh số 31),Trong đó: > Phải thu ngắn hạn của khách hàng là các bên liên quan (Chỉ tiết tại Thuyết minh số 31),Phải thu ngắn hạn của khách hàng là các bên liên quan (Chỉ tiết tại Thuyết minh số 31),2.890.066.594.483,2.297.731.495.095,2890066594483.0,2297731495095.0
