row_label_raw,row_label_full,Bà Phạm Thị Dung,Trường Ban Kiểm soát,numeric__Trường Ban Kiểm soát
Ông Vũ Quang Huy,Ông Vũ Quang Huy,Ông Vũ Quang Huy,Thành viên Ban Kiểm soát,
Bà Lê Thị Thủy,Bà Lê Thị Thủy,Bà Lê Thị Thủy,Thành viên Ban Kiểm soát,
Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Thành viên Ban Kiểm soát,
Ông Trần Minh Tâm,Ông Trần Minh Tâm,Ông Trần Minh Tâm,Thành viên Ban Kiểm soát(Bố nhiệm ngày 18 tháng 5 năm 2023),
Ông Trường Văn Thời,Ông Trường Văn Thời,Ông Trường Văn Thời,Thành viên Ban Kiểm soát(Miễn nhiệm ngày 18 tháng 5 năm 2023),
