row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Các công trình xây dựng cơ bản:,Các công trình xây dựng cơ bản:,Các công trình xây dựng cơ bản:,Các công trình xây dựng cơ bản:,Các công trình xây dựng cơ bản:,,
Nâng cấp hệ thống quan trắc tự động,Các công trình xây dựng cơ bản: > Nâng cấp hệ thống quan trắc tự động,Nâng cấp hệ thống quan trắc tự động,12.008.568.259,12.008.568.259,12008568259.0,12008568259.0
Nâng cấp hệ thống xử lý khí thải,Các công trình xây dựng cơ bản: > Nâng cấp hệ thống xử lý khí thải,Nâng cấp hệ thống xử lý khí thải,5.625.091.910,5.625.091.910,5625091910.0,5625091910.0
Nâng cấp hệ thống AGC,Các công trình xây dựng cơ bản: > Nâng cấp hệ thống AGC,Nâng cấp hệ thống AGC,4.574.272.727,4.574.272.727,4574272727.0,4574272727.0
Nâng cấp hệ thống SCADA,Các công trình xây dựng cơ bản: > Nâng cấp hệ thống SCADA,Nâng cấp hệ thống SCADA,4.384.000.000,4.384.000.000,4384000000.0,4384000000.0
Các công trình khác,Các công trình xây dựng cơ bản: > Các công trình khác,Các công trình khác,2.500.216.221,1.393.580.090,2500216221.0,1393580090.0
Các công trình sửa chữa lớn,Các công trình sửa chữa lớn,Các công trình sửa chữa lớn,Các công trình sửa chữa lớn,Các công trình sửa chữa lớn,,
"Công trình sửa chữa lớn tuyến đường ống nước, tuyến cấp quang và tuyến cấp ngầm","Các công trình sửa chữa lớn > Công trình sửa chữa lớn tuyến đường ống nước, tuyến cấp quang và tuyến cấp ngầm","Công trình sửa chữa lớn tuyến đường ống nước, tuyến cấp quang và tuyến cấp ngầm",21.201.567.637,13.309.879.764,21201567637.0,13309879764.0
Các công trình khác,Các công trình sửa chữa lớn > Các công trình khác,Các công trình khác,10.459.275.504,-,10459275504.0,
,,,60.752.992.258,41.295.392.750,60752992258.0,41295392750.0
