row_label_raw,row_label_full,col_0,Số cuối kỳ,Số cuối kỳ_1,Số đầu kỳ,Số đầu kỳ_1,numeric__Số cuối kỳ,numeric__Số cuối kỳ_1,numeric__Số đầu kỳ,numeric__Số đầu kỳ_1
,,,Số cổ phiếu,VND,Số cổ phiếu,VND,,,,
Số cổ phiếu được duyệt và đã phát hành,Số cổ phiếu được duyệt và đã phát hành,Số cổ phiếu được duyệt và đã phát hành,,,,,,,,
Cổ phiếu phổ thông,Số cổ phiếu được duyệt và đã phát hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,500.000.000,5.000.000.000.000,500.000.000,5.000.000.000.000,500000000.0,5000000000000.0,500000000.0,5000000000000.0
Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,,,,,,,,
Cổ phiếu phổ thông,Số cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,500.000.000,5.000.000.000.000,500.000.000,5.000.000.000.000,500000000.0,5000000000000.0,500000000.0,5000000000000.0
