row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,1.808.064.671.094,1.903.239.627.025,,300.0,,1808064671094.0,1903239627025.0
I.,I.,I.,Nợ ngắn hạn,310,,1.800.075.477.378,1.501.073.456.990,,310.0,,1800075477378.0,1501073456990.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,1.052.252.407.111,556.076.858.911,,311.0,14.0,1052252407111.0,556076858911.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,45.995.251,45.995.251,,312.0,,45995251.0,45995251.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,9.261.825.372,28.974.038.950,,313.0,15.0,9261825372.0,28974038950.0
4.,4.,4.,Phải trả người lao động,314,,94.631.981.051,82.264.931.939,,314.0,,94631981051.0,82264931939.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,13.429.882.526,21.146.772.789,,315.0,16.0,13429882526.0,21146772789.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,205.387.113.155,3.541.409.557,,319.0,17.0,205387113155.0,3541409557.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,18,403.879.165.351,784.934.691.416,,320.0,18.0,403879165351.0,784934691416.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,19,21.187.107.561,24.088.758.177,,322.0,19.0,21187107561.0,24088758177.0
II.,II.,II.,Nợ dài hạn,330,,7.989.193.716,402.166.170.035,,330.0,,7989193716.0,402166170035.0
1.,1.,1.,Vay và nợ thuê tài chính dài hạn,338,,-,392.467.346.183,,338.0,,,392467346183.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,,7.989.193.716,9.698.823.852,,343.0,,7989193716.0,9698823852.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.012.539.362.472,6.317.553.052.293,,400.0,,6012539362472.0,6317553052293.0
I.,I.,I.,Vốn chủ sở hữu,410,20,6.012.539.362.472,6.317.553.052.293,,410.0,20.0,6012539362472.0,6317553052293.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.000.000.000.000,5.000.000.000.000,,411.0,,5000000000000.0,5000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,196.652.770.150,196.652.770.150,,412.0,,196652770150.0,196652770150.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,25.891.795.906,16.549.131.827,,414.0,,25891795906.0,16549131827.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,272.523.243.737,557.558.074.954,,418.0,,272523243737.0,557558074954.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,517.471.552.679,546.793.075.362,,421.0,,517471552679.0,546793075362.0
,,,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,421a,,276.000.000.000,-,,,,276000000000.0,
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,241.471.552.679,546.793.075.362,,,,241471552679.0,546793075362.0
