row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,11.442.698.022.681,10.511.191.220.155,,1.0,23.0,11442698022681.0,10511191220155.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,11.442.698.022.681,10.511.191.220.155,,10.0,,11442698022681.0,10511191220155.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,10.798.766.961.748,9.697.213.317.647,,11.0,24.0,10798766961748.0,9697213317647.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,643.931.060.933,813.977.902.508,,20.0,,643931060933.0,813977902508.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,26,7.850.744.697,23.615.450.251,,21.0,26.0,7850744697.0,23615450251.0
6.,6.,6.,Chi phí tài chính,22,27,80.046.728.557,170.559.686.845,,22.0,27.0,80046728557.0,170559686845.0
,,,- Trong đó: Chi phí lãi vay,23,,52.177.884.231,101.139.201.716,,23.0,,52177884231.0,101139201716.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,28,107.675.068.172,117.479.828.111,,26.0,28.0,107675068172.0,117479828111.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,464.060.008.901,549.553.837.803,,30.0,,464060008901.0,549553837803.0
9.,9.,9.,Thu nhập khác,31,,4.251.114.638,31.784.529.582,,31.0,,4251114638.0,31784529582.0
10.,10.,10.,Chi phí khác,32,,3.448.931.225,5.735.275.850,,32.0,,3448931225.0,5735275850.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,,802.183.413,26.049.253.732,,40.0,,802183413.0,26049253732.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,464.862.192.314,575.603.091.535,,50.0,,464862192314.0,575603091535.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,29,23.390.639.635,28.810.016.173,,51.0,29.0,23390639635.0,28810016173.0
14.,14.,14.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,441.471.552.679,546.793.075.362,,60.0,,441471552679.0,546793075362.0
15.,15.,15.,Lãi cơ bản trên cổ phiếu,70,30,883,986,,70.0,30.0,883.0,986.0
