row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,24.088.758.177,25.416.854.067,24088758177.0,25416854067.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,54.910.420.684,56.577.535.742,54910420684.0,56577535742.0
Trích từ lợi nhuận,Trích từ lợi nhuận,Trích từ lợi nhuận,53.985.242.500,55.431.900.286,53985242500.0,55431900286.0
Nhận từ Tổng Công ty Phát điện 2- CTCP,Nhận từ Tổng Công ty Phát điện 2- CTCP,Nhận từ Tổng Công ty Phát điện 2- CTCP,120.960.000,143.380.000,120960000.0,143380000.0
Nhận từ nguồn quỹ khác,Nhận từ nguồn quỹ khác,Nhận từ nguồn quỹ khác,804.218.184,1.002.255.456,804218184.0,1002255456.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(57.812.071.300),(57.905.631.632),-57812071300.0,-57905631632.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(56.062.906.505),(55.661.656.593),-56062906505.0,-55661656593.0
Chi phí khấu hao được phân bổ trong năm,Chi phí khấu hao được phân bổ trong năm,Chi phí khấu hao được phân bổ trong năm,(1.645.814.795),(2.243.975.039),-1645814795.0,-2243975039.0
Giảm khác,Giảm khác,Giảm khác,(103.350.000),-,-103350000.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,21.187.107.561,24.088.758.177,21187107561.0,24088758177.0
