row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,464.862.192.314,575.603.091.535,,1.0,464862192314.0,575603091535.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản:Khẩu hao tài sản cố định,02,927.799.876.045,940.695.360.387,,2.0,927799876045.0,940695360387.0
2.,I. > 2.,2.,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,04,11.411.819.168,40.192.028.361,,4.0,11411819168.0,40192028361.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(6.140.973.093),(15.366.566.220),,5.0,-6140973093.0,-15366566220.0
2.,I. > 2.,2.,Chi phí lãi vay,06,52.177.884.231,101.139.201.716,,6.0,52177884231.0,101139201716.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trướcthay đối vốn lưu động,08,1.450.110.798.665,1.642.263.115.779,,8.0,1450110798665.0,1642263115779.0
3.,I. > 3.,3.,Thay đối các khoản phải thu,09,(591.587.608.300),(1.555.380.061.022),,9.0,-591587608300.0,-1555380061022.0
3.,I. > 3.,3.,Thay đối hàng tồn kho,10,(419.712.078.717),157.189.534.367,,10.0,-419712078717.0,157189534367.0
3.,I. > 3.,3.,"Thay đối các khoản phải trả (Không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)",11,349.862.701.354,293.908.013.176,,11.0,349862701354.0,293908013176.0
3.,I. > 3.,3.,Thay đối chi phí trả trước,12,9.201.124.393,(28.669.644.971),,12.0,9201124393.0,-28669644971.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(212.465.754),(5.696.282.377),,14.0,-212465754.0,-5696282377.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(22.142.371.279),(34.231.184.381),,15.0,-22142371279.0,-34231184381.0
3.,I. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,925.178.184,143.380.000,,16.0,925178184.0,143380000.0
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(57.506.376.353),(55.661.656.593),,17.0,-57506376353.0,-55661656593.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,718.938.902.193,413.865.213.978,,20.0,718938902193.0,413865213978.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định vàcác tài sản dài hạn khác",21,(23.204.625.353),(51.207.323.748),,21.0,-23204625353.0,-51207323748.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ vàcác tài sản dài hạn khác",22,-,217.000.000,,22.0,,217000000.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ củadơn vị khác",23,(20.000.000.000),(30.000.000.000),,23.0,-20000000000.0,-30000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợcủa đơn vị khác",24,100.000.000.000,-,,24.0,100000000000.0,
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuậndược chia",27,4.315.549.981,15.061.949.785,,27.0,4315549981.0,15061949785.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,61.110.924.628,(65.928.373.963),,30.0,61110924628.0,-65928373963.0
