row_label_raw,row_label_full,Chỉ tiêu > 44.8.1,Nội dung > Phân loại lại khoản đầu tư từ Chứng khoán kinh doanh sang Đầu tư góp vốn vào đơn vị khác,Số tiền VND > 19.862.500.000,numeric__Nội dung > Phân loại lại khoản đầu tư từ Chứng khoán kinh doanh sang Đầu tư góp vốn vào đơn vị khác,numeric__Số tiền VND > 19.862.500.000
44.8.2,44.8.2,44.8.2,Điều chỉnh Dự phòng đầu tư tài chính dài hạn tương ứng,(10.577.298.991),,-10577298991.0
,,,,9.285.201.009,,9285201009.0
