row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2018 (số liệu đã trình bày),Điều chỉnh,Ngày 31 tháng 12 năm 2018 (trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2018 (số liệu đã trình bày),numeric__Điều chỉnh,numeric__Ngày 31 tháng 12 năm 2018 (trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,69.319.577.185.449,15.631.838.878,69.335.209.024.327,,,69319577185449.0,15631838878.0,69335209024327.0
120,120,120,II. Đầu tư tài chính ngắn hạn,44.1,55.406.654.269.544,(1.630.000.000),55.405.024.269.544,,441.0,55406654269544.0,-1630000000.0,55405024269544.0
121,121,121,1. Chứng khoán kinh doanh,44.1.1,3.224.104.378.513,(19.862.500.000),3.204.241.878.513,,4411.0,3224104378513.0,-19862500000.0,3204241878513.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,44.1.2,(400.870.158.797),18.232.500.000,(382.637.658.797),,4412.0,-400870158797.0,18232500000.0,-382637658797.0
130,130,130,III. Các khoản phải thu ngắn hạn,44.2,7.565.805.870.718,14.381.996.970,7.580.187.867.688,,442.0,7565805870718.0,14381996970.0,7580187867688.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,44.2.1,5.685.647.741.473,6.596.891.512,5.692.244.632.985,,4421.0,5685647741473.0,6596891512.0,5692244632985.0
131.1,131.1,131.1,1.1 Phải thu về hoạt động báo hiểm,,2.378.849.636.705,6.596.891.512,2.385.446.528.217,,,2378849636705.0,6596891512.0,2385446528217.0
132,132,132,2. Trả trước cho người bán ngắn hạn,44.2.2,34.469.995.400,2.208.300.000,36.678.295.400,,4422.0,34469995400.0,2208300000.0,36678295400.0
136,136,136,4. Phải thu ngắn hạn khác,44.2.3,489.177.244.161,7.840.422.424,497.017.666.585,,4423.0,489177244161.0,7840422424.0,497017666585.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,44.2.4,(364.903.209.285),(2.263.616.966),(367.166.826.251),,4424.0,-364903209285.0,-2263616966.0,-367166826251.0
140,140,140,IV. Hàng tồn kho,44.3,149.071.925.286,(146.046.530),148.925.878.756,,443.0,149071925286.0,-146046530.0,148925878756.0
150,150,150,V. Tài sản ngắn hạn khác,44.4,697.833.021.811,501.720.329,698.334.742.140,,444.0,697833021811.0,501720329.0,698334742140.0
151,151,151,1. Chi phí trả trước ngắn hạn,,659.819.971.574,501.720.329,660.321.691.903,,,659819971574.0,501720329.0,660321691903.0
151.1,151.1,151.1,1.1 Chi phí hoa hồng chưa phân bổ,44.4.1,603.529.886.890,448.727.155,603.978.614.045,,4441.0,603529886890.0,448727155.0,603978614045.0
151.2,151.2,151.2,1.2 Chi phí trả trước ngắn hạn khác,44.4.2,56.290.084.684,52.993.174,56.343.077.858,,4442.0,56290084684.0,52993174.0,56343077858.0
190,190,190,VI. Tài sản tái bảo hiểm,44.5,3.340.281.368.616,2.524.168.109,3.342.805.536.725,,445.0,3340281368616.0,2524168109.0,3342805536725.0
191,191,191,1. Dự phòng phi nhượng tái bảo hiểm,44.5.1,1.615.482.739.727,3.592.115.293,1.619.074.855.020,,4451.0,1615482739727.0,3592115293.0,1619074855020.0
192,192,192,2. Dự phòng bồi thường nhượng tái bảo hiểm,44.5.2,1.724.798.628.889,(1.067.947.184),1.723.730.681.705,,4452.0,1724798628889.0,-1067947184.0,1723730681705.0
200,200,200,B. TÀI SẢN DÀI HẠN,,43.835.151.573.097,4.394.856.639,43.839.546.429.736,,,43835151573097.0,4394856639.0,43839546429736.0
210,210,210,I. Các khoản phải thu dài hạn,44.6,69.879.959.987,(24.000.000),69.855.959.987,,446.0,69879959987.0,-24000000.0,69855959987.0
216,216,216,1. Phải thu dài hạn khác,,69.879.959.987,(24.000.000),69.855.959.987,,,69879959987.0,-24000000.0,69855959987.0
220,220,220,II. Tài sản cố định,44.7,1.663.485.801.189,(5.073.842.103),1.658.411.959.086,,447.0,1663485801189.0,-5073842103.0,1658411959086.0
221,221,221,1. Tài sản cố định hữu hình,44.7.1,901.149.050.918,(2.415.324.421),898.733.726.497,,4471.0,901149050918.0,-2415324421.0,898733726497.0
222,222,222,Nguyễn giá,,2.125.104.214.371,(4.180.347.699),2.120.923.866.672,,,2125104214371.0,-4180347699.0,2120923866672.0
