row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Quá hạn,Không xác định ký hạn,Đến 01 năm,Từ 01 - 05 năm,Trên 05 năm,Đơn vị: triệu đồng Tổng cộng,numeric__Quá hạn,numeric__Không xác định ký hạn,numeric__Đến 01 năm,numeric__Từ 01 - 05 năm,numeric__Trên 05 năm,numeric__Đơn vị: triệu đồng Tổng cộng
NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,,,,,,
Nghĩa vụ nợ theo hợp đồng bảo hiểm,NỘ TÀI CHÍNH > Nghĩa vụ nợ theo hợp đồng bảo hiểm,Nghĩa vụ nợ theo hợp đồng bảo hiểm,10.641,-,(7.908.665),(23.549.138),185.755.155,154.307.993,10641.0,,-7908665.0,-23549138.0,185755155.0,154307993.0
Phải trả hoạt động bảo hiểm gốc,NỘ TÀI CHÍNH > Phải trả hoạt động bảo hiểm gốc,Phải trả hoạt động bảo hiểm gốc,-,-,1.313.143,-,-,1.313.143,,,1313143.0,,,1313143.0
Phải trả tái bảo hiểm,NỘ TÀI CHÍNH > Phải trả tái bảo hiểm,Phải trả tái bảo hiểm,-,-,1.934.910,-,-,1.934.910,,,1934910.0,,,1934910.0
Các nghĩa vụ nợ tài chính khác,NỘ TÀI CHÍNH > Các nghĩa vụ nợ tài chính khác,Các nghĩa vụ nợ tài chính khác,-,-,16.496.708,-,-,16.496.708,,,16496708.0,,,16496708.0
Nhận ký quỹ,NỘ TÀI CHÍNH > Nhận ký quỹ,Nhận ký quỹ,-,-,222.129,-,-,222.129,,,222129.0,,,222129.0
Khác,NỘ TÀI CHÍNH > Khác,Khác,-,-,16.274.579,-,-,16.274.579,,,16274579.0,,,16274579.0
TỔNG CỘNG,NỘ TÀI CHÍNH > TỔNG CỘNG,TỔNG CỘNG,10.641,-,11.836.096,(23.549.138),185.755.155,174.052.754,10641.0,,11836096.0,-23549138.0,185755155.0,174052754.0
