row_label_raw,row_label_full,col_0,Bảo hiểmphi nhân thọVND,numeric__Bảo hiểmphi nhân thọVND
Số đầu năm (trình bày lai),Số đầu năm (trình bày lai),Số đầu năm (trình bày lai),397.226.378.988,397226378988.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,112.138.079.950,112138079950.0
Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,(352.280.288.082),-352280288082.0
Số cuối năm,Số cuối năm,Số cuối năm,157.084.170.856,157084170856.0
