row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2018 (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2019,numeric__Ngày 31 tháng 12 năm 2018 (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,19.902.608.518.614,15.475.971.888.731,,,19902608518614.0,15475971888731.0
410,410,410,I. Vốn chủ sở hữu,26,19.902.608.518.614,15.475.971.888.731,,26.0,19902608518614.0,15475971888731.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.008.864.340.000,,,7423227640000.0,7008864340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.008.864.340.000,,,7423227640000.0,7008864340000.0
412,412,412,2. Thắng dư vốn cổ phần,,7.310.458.742.807,3.713.080.881.197,,,7310458742807.0,3713080881197.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,15.445.192.000,15.445.192.000,,,15445192000.0,15445192000.0
418,418,418,4. Quỹ đầu tư phát triển và dự phòng tài chính,,801.321.408.999,631.338.501.669,,,801321408999.0,631338501669.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,103.568.802.818,103.568.802.818,,,103568802818.0,103568802818.0
421,421,421,6. Lợi nhuận sau thuế đã thực hiện chưa phân phối,,3.037.187.232.453,2.882.690.188.748,,,3037187232453.0,2882690188748.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.912.595.219.719,1.815.074.365.787,,,1912595219719.0,1815074365787.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.124.592.012.734,1.067.615.822.961,,,1124592012734.0,1067615822961.0
423,423,423,7. Quỹ dự trữ bắt buộc hoạt động bảo hiểm,,476.227.833.633,428.207.527.672,,,476227833633.0,428207527672.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,735.171.665.904,692.776.454.627,,,735171665904.0,692776454627.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,128.238.238.184.487,113.174.755.454.063,,,128238238184487.0,113174755454063.0
