row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2018 (số liệu đã trình bày),Điều chính,Ngày 31 tháng 12 năm 2018 (trình bày lei),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2018 (số liệu đã trình bày),numeric__Điều chính,numeric__Ngày 31 tháng 12 năm 2018 (trình bày lei)
300,300,300,C. Nợ PHẢI TRẢ,,97.689.728.084.028,9.055.481.304,97.698.783.565.332,,,97689728084028.0,9055481304.0,97698783565332.0
310,310,310,I. Nợ ngắn hạn,44.10,25.776.543.605.980,22.785.275.254,25.799.328.881.234,,4410.0,25776543605980.0,22785275254.0,25799328881234.0
311,311,311,1. Phải trả người bán ngắn hạn,44.10.1,2.596.036.995.177,3.873.735.905,2.599.910.731.082,,44101.0,2596036995177.0,3873735905.0,2599910731082.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.453.552.624.456,3.873.735.905,2.457.426.360.361,,,2453552624456.0,3873735905.0,2457426360361.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,44.10.2,42.497.216.203,21.427.091.767,63.924.307.970,,44102.0,42497216203.0,21427091767.0,63924307970.0
314,314,314,4. Phải trả người lao động,44.10.3,718.241.970.364,(478.877.544),717.763.092.820,,44103.0,718241970364.0,-478877544.0,717763092820.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,44.10.4,120.612.625.918,624.658.707,121.237.284.625,,44104.0,120612625918.0,624658707.0,121237284625.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,44.10.5,397.478.032.466,(251.653.478),397.226.378.988,,44105.0,397478032466.0,-251653478.0,397226378988.0
319,319,319,8. Phải trả ngắn hạn khác,44.10.6,1.111.276.887.131,(2.450.586.603),1.108.826.300.528,,44106.0,1111276887131.0,-2450586603.0,1108826300528.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",44.10.7,104.780.971.559,40.906.500,104.821.878.059,,44107.0,104780971559.0,40906500.0,104821878059.0
330,330,330,II. Nợ dài hạn,44.11,71.913.184.478.048,(13.729.793.950),71.899.454.684.098,,4411.0,71913184478048.0,-13729793950.0,71899454684098.0
337,337,337,1. Phải trả dài hạn khác,44.11.1,189.090.539.440,(13.000.000),189.077.539.440,,44111.0,189090539440.0,-13000000.0,189077539440.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,44.11.2,71.273.953.000.810,(13.716.793.950),71.260.236.206.860,,44112.0,71273953000810.0,-13716793950.0,71260236206860.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,5.101.503.684.535,5.235.871.014,5.106.739.555.549,,,5101503684535.0,5235871014.0,5106739555549.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,3.127.067.815.795,(18.995.229.936),3.108.072.585.859,,,3127067815795.0,-18995229936.0,3108072585859.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,71.690.215.063,42.564.972,71.732.780.035,,,71690215063.0,42564972.0,71732780035.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,15.465.000.674.518,10.971.214.213,15.475.971.888.731,,,15465000674518.0,10971214213.0,15475971888731.0
410,410,410,I. Vốn chủ sở hữu,44.12,15.465.000.674.518,10.971.214.213,15.475.971.888.731,,4412.0,15465000674518.0,10971214213.0,15475971888731.0
421,421,421,6. Lợi nhuận sau thuế đã thực hiện chưa phân phối,44.12.1,2.872.267.535.246,10.422.653.502,2.882.690.188.748,,44121.0,2872267535246.0,10422653502.0,2882690188748.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.057.193.169.459,10.422.653.502,1.067.615.822.961,,,1057193169459.0,10422653502.0,1067615822961.0
423,423,423,7. Quỹ dự trữ bắt buộc hoạt động bảo hiểm,44.12.2,427.658.966.961,548.560.711,428.207.527.672,,44122.0,427658966961.0,548560711.0,428207527672.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,113.154.728.758.546,20.026.695.517,113.174.755.454.063,,,113154728758546.0,20026695517.0,113174755454063.0
