row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2018 (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2019,numeric__Ngày 31 tháng 12 năm 2018 (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,48.482.824.687.136,43.839.546.429.736,,,48482824687136.0,43839546429736.0
210,210,210,I. Các khoản phải thu dài hạn,7.2,63.160.764.211,69.855.959.987,,72.0,63160764211.0,69855959987.0
216,216,216,1. Phải thu dài hạn khác,,63.160.764.211,69.855.959.987,,,63160764211.0,69855959987.0
220,220,220,II. Tài sản cố định,,1.898.098.756.584,1.658.411.959.086,,,1898098756584.0,1658411959086.0
221,221,221,1. Tài sản cố định hữu hình,11,920.311.593.615,898.733.726.497,,11.0,920311593615.0,898733726497.0
222,222,222,Nguyễn giá,,2.255.435.055.545,2.120.923.866.672,,,2255435055545.0,2120923866672.0
223,223,223,Giá trị hao mòn luỹ kế,,(1.335.123.461.930),(1.222.190.140.175),,,-1335123461930.0,-1222190140175.0
227,227,227,2. Tài sản cố định vô hình,12,977.787.162.969,759.678.232.589,,12.0,977787162969.0,759678232589.0
228,228,228,Nguyễn giá,,1.410.639.526.802,1.142.651.850.210,,,1410639526802.0,1142651850210.0
229,229,229,Giá trị hao mòn luỹ kế,,(432.852.363.833),(382.973.617.621),,,-432852363833.0,-382973617621.0
230,230,230,III. Bất động sản đầu tư,13,45.388.992.000,45.388.992.000,,13.0,45388992000.0,45388992000.0
240,240,240,IV. Tài sản dở dang dài hạn,,444.112.950.657,628.884.074.151,,,444112950657.0,628884074151.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,444.112.950.657,628.884.074.151,,14.0,444112950657.0,628884074151.0
250,250,250,V. Đầu tư tài chính dài hạn,,45.679.482.507.955,41.006.671.294.655,,,45679482507955.0,41006671294655.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",15.3.1,2.848.523.110.118,2.627.105.701.528,,1531.0,2848523110118.0,2627105701528.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,15.3.2,928.533.355.221,387.705.861.221,,1532.0,928533355221.0,387705861221.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,15.3.2,(211.419.119.641),(46.573.466.214),,1532.0,-211419119641.0,-46573466214.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,15.2,42.113.845.162.257,38.038.433.198.120,,152.0,42113845162257.0,38038433198120.0
260,260,260,VI. Tài sản dài hạn khác,,352.580.715.729,430.334.149.857,,,352580715729.0,430334149857.0
261,261,261,1. Chi phí trả trước dài hạn,10,293.684.307.605,359.135.525.984,,10.0,293684307605.0,359135525984.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,17.2.1,43.189.496.624,43.878.771.738,,1721.0,43189496624.0,43878771738.0
268,268,268,3. Tài sản dài hạn khác,,15.706.911.500,27.319.852.135,,,15706911500.0,27319852135.0
270,270,270,TỔNG CỘNG TÀI SẢN,,128.238.238.184.487,113.174.755.454.063,,,128238238184487.0,113174755454063.0
