row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Các bên liên quan,Các bên liên quan,Các bên liên quan,Giao dịch,Ngày 31 tháng 12năm 2019VND,Ngày 31 tháng 12năm 2018VND,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Số dư tiền gửi thanhtoán, ký quỹTiền đang chuyểnSố dư tiền gửi có kỳ hạnvà lãi dự thuSố dư trái phiếu và lãi dự thuSố dư các hợp đồngmua bán lại trái phiếuChính phủPhải thu phí CNTT, dịch vụ đào tạoSố dư trái phiếu BVSCphát hành và lãi dự trảCác khoản vay",3.197.248.375.82325.053.311.10211.279.720.579.8801.309.111.868.378(3.084.197.927.697)937.940.854(200.193.848.717)(5.026.868.613),1.014.376.346.70210.451.606.0088.150.466.858.5691.304.097.798.636(6.077.959.857.227)991.133.160(208.614.780.442)-,,,
Bảo Việt TokioMarine,Bảo Việt Bank > Bảo Việt TokioMarine,Bảo Việt TokioMarine,Phải thu cổ tức,-,22.050.000.000,,,22050000000.0
