row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2019 > Giá gốc,Ngày 31 tháng 12 năm 2019 > Dự phòng,Ngày 31 tháng 12 năm 2019 > Giá trị thuần,Ngày 31 tháng 12 năm 2018(trình bày lại) > Giá gốc,Ngày 31 tháng 12 năm 2018(trình bày lại) > Dự phòng,Ngày 31 tháng 12 năm 2018(trình bày lại) > Giá trị thuần,numeric__Ngày 31 tháng 12 năm 2019 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2019 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2019 > Giá trị thuần,numeric__Ngày 31 tháng 12 năm 2018(trình bày lại) > Giá gốc,numeric__Ngày 31 tháng 12 năm 2018(trình bày lại) > Dự phòng,numeric__Ngày 31 tháng 12 năm 2018(trình bày lại) > Giá trị thuần
Dự án Tháp Tài chínhQuốc tế (IFT),Dự án Tháp Tài chínhQuốc tế (IFT),Dự án Tháp Tài chínhQuốc tế (IFT),118.937.361.454,-,118.937.361.454,118.937.361.454,-,118.937.361.454,118937361454.0,,118937361454.0,118937361454.0,,118937361454.0
Công ty Cổ phầnNhiệt điện Hải Phòng,Công ty Cổ phầnNhiệt điện Hải Phòng,Công ty Cổ phầnNhiệt điện Hải Phòng,125.000.000.000,-,125.000.000.000,125.000.000.000,(500.000.000),124.500.000.000,125000000000.0,,125000000000.0,125000000000.0,-500000000.0,124500000000.0
Khác (*),Khác (*),Khác (*),684.595.993.767,(211.419.119.641),473.176.874.126,143.768.499.767,(46.073.466.214),97.695.033.553,684595993767.0,-211419119641.0,473176874126.0,143768499767.0,-46073466214.0,97695033553.0
,,,928.533.355.221,(211.419.119.641),717.114.235.580,387.705.861.221,(46.573.466.214),341.132.395.007,928533355221.0,-211419119641.0,717114235580.0,387705861221.0,-46573466214.0,341132395007.0
