row_label_raw,row_label_full,Hợp đồng repo (*),Ngày 31 tháng 12năm 2018VND,Bán trong nămVND,Mua lại trong nămVND,Chi phí repo đãphân bố trong nămVND,Ngày 31 tháng 12năm 2019VND,Giá trị ghi sốtrái phiếu repoVND,numeric__Ngày 31 tháng 12năm 2018VND,numeric__Bán trong nămVND,numeric__Mua lại trong nămVND,numeric__Chi phí repo đãphân bố trong nămVND,numeric__Ngày 31 tháng 12năm 2019VND,numeric__Giá trị ghi sốtrái phiếu repoVND
Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,6.077.959.857.227,3.067.316.320.000,(6.335.899.080.000),274.820.830.469,3.084.197.927.696,1.356.276.007.138,6077959857227.0,3067316320000.0,-6335899080000.0,274820830469.0,3084197927696.0,1356276007138.0
Ngân hàng TMCP ĐôngNam Á,Ngân hàng TMCP ĐôngNam Á,Ngân hàng TMCP ĐôngNam Á,5.954.549.399.377,5.497.586.480.000,(7.823.303.560.000),321.827.432.784,3.950.659.752.161,2.897.884.499.436,5954549399377.0,5497586480000.0,-7823303560000.0,321827432784.0,3950659752161.0,2897884499436.0
Ngân hàng TMCP Quốc tếViệt Nam,Ngân hàng TMCP Quốc tếViệt Nam,Ngân hàng TMCP Quốc tếViệt Nam,5.796.823.384.966,3.072.407.300.000,(5.970.222.460.000),282.079.897.487,3.181.088.122.453,2.132.799.609.661,5796823384966.0,3072407300000.0,-5970222460000.0,282079897487.0,3181088122453.0,2132799609661.0
Ngân hàng TMCP Kỹthương Việt Nam,Ngân hàng TMCP Kỹthương Việt Nam,Ngân hàng TMCP Kỹthương Việt Nam,2.489.257.594.540,5.147.791.560.000,(2.508.305.500.000),49.739.312.620,5.178.482.967.160,3.384.256.709.623,2489257594540.0,5147791560000.0,-2508305500000.0,49739312620.0,5178482967160.0,3384256709623.0
Khác,Khác,Khác,97.696.438.043,605.458.700.000,(716.929.700.000),13.774.561.957,-,-,97696438043.0,605458700000.0,-716929700000.0,13774561957.0,,
,,,20.416.286.674.153,17.390.560.360.000,(23.354.660.300.000),942.242.035.317,15.394.428.769.470,9.771.216.825.858,20416286674153.0,17390560360000.0,-23354660300000.0,942242035317.0,15394428769470.0,9771216825858.0
