row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,12.023.361.146,316.002.001.759,320.866.034.628,-,7.159.328.277,,12023361146.0,316002001759.0,320866034628.0,,7159328277.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,-,-,10.132.088.799,10.132.088.799,-,-,,,10132088799.0,10132088799.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,17.626.160.781,246.072.000.169,246.202.629.179,-,17.495.531.771,,17626160781.0,246072000169.0,246202629179.0,,17495531771.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,167.536.058,167.536.058,-,-,,,167536058.0,167536058.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,30.708.291.258,218.549.615.435,153.769.341.477,-,95.488.565.216,,30708291258.0,218549615435.0,153769341477.0,,95488565216.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,221.427.988,64.759.478,43.097.140.476,42.955.470.078,79.279.529,72.799.085,221427988.0,64759478.0,43097140476.0,42955470078.0,79279529.0,72799085.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,148.665.058,2.059.328.933,2.029.454.761,-,178.539.230,,148665058.0,2059328933.0,2029454761.0,,178539230.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",118.062.932,-,4.424.226.923,6.225.669.486,1.919.505.495,-,118062932.0,,4424226923.0,6225669486.0,1919505495.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.785.512,-,2.040.529.052,2.043.526.523,28.782.983,-,25785512.0,,2040529052.0,2043526523.0,28782983.0,
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,9.943.000,143.924.000,142.789.750,-,11.077.250,,9943000.0,143924000.0,142789750.0,,11077250.0
Cộng,Cộng,Cộng,365.276.432,60.581.180.721,842.688.391.604,784.534.540.739,2.027.568.007,120.405.840.829,365276432.0,60581180721.0,842688391604.0,784534540739.0,2027568007.0,120405840829.0
