row_label_raw,row_label_full,31/12/2022,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,201.953.492.369,-,201.953.492.369,201953492369.0,,201953492369.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,4.296.000.000.000,-,4.296.000.000.000,4296000000000.0,,4296000000000.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,142.639.975.623,-,142.639.975.623,142639975623.0,,142639975623.0
Phải thu khác,Phải thu khác,Phải thu khác,44.863.363.044,456.640.965,45.320.004.009,44863363044.0,456640965.0,45320004009.0
Cộng,Cộng,Cộng,4.685.456.831.036,456.640.965,4.685.913.472.001,4685456831036.0,456640965.0,4685913472001.0
01/01/2022,01/01/2022,01/01/2022,Không quá 1 năm,Trên 1 năm,Tổng,,,
Tiền và các khoản tương đương tiền,01/01/2022 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,178.527.322.546,-,178.527.322.546,178527322546.0,,178527322546.0
Đầu tư nắm giữ đến ngày đáo hạn,01/01/2022 > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,3.923.000.000.000,-,3.923.000.000.000,3923000000000.0,,3923000000000.0
Phải thu khách hàng,01/01/2022 > Phải thu khách hàng,Phải thu khách hàng,96.134.878.870,-,96.134.878.870,96134878870.0,,96134878870.0
Phải thu khác,01/01/2022 > Phải thu khác,Phải thu khác,39.799.539.482,786.569.947,40.586.109.429,39799539482.0,786569947.0,40586109429.0
Cộng,01/01/2022 > Cộng,Cộng,4.237.461.740.898,786.569.947,4.238.248.310.845,4237461740898.0,786569947.0,4238248310845.0
