row_label_raw,row_label_full,col_0,Môi quan hệ,numeric__Môi quan hệ
Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,Công ty con,
Công ty TNHH Một thành viên Phúc Thịnh,Công ty TNHH Một thành viên Phúc Thịnh,Công ty TNHH Một thành viên Phúc Thịnh,Doanh nghiệp do ông Trần Tấn Huyên (em rễ ông Nguyễn Thành Huy - TV. Ban kiểm soát) làm chủ sở hữu.,
Ngô Vũ Phương Giang,Ngô Vũ Phương Giang,Ngô Vũ Phương Giang,Con ruột ông Ngô Văn Tụ - Thành viên HĐQT,
Công ty TNHH Một thành viên Kinh,Công ty TNHH Một thành viên Kinh,Công ty TNHH Một thành viên Kinh,"Doanh nghiệp do bà Tạ Thị Hồng Vân (vợ ông Đặng Phú Quý - TV. HĐQT, P. Tổng Giám đốc) làm chủ sở hữu.",
