row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2022 VND,01/01/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__01/01/2022 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,6.087.257.921.774,5.322.709.632.245,100.0,,6087257921774.0,5322709632245.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,201.953.492.369,178.527.322.546,110.0,,201953492369.0,178527322546.0
1. Tiền,1. Tiền,1. Tiền,111,5,201.953.492.369,178.527.322.546,111.0,5.0,201953492369.0,178527322546.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,-,112.0,,,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,4.296.000.000.000,3.923.000.000.000,120.0,,4296000000000.0,3923000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,-,121.0,,,
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,6.a,4.296.000.000.000,3.923.000.000.000,123.0,,4296000000000.0,3923000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,586.778.251.472,385.782.029.329,130.0,,586778251472.0,385782029329.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,146.051.447.210,99.559.792.957,131.0,7.0,146051447210.0,99559792957.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,410.943.227.278,260.821.323.529,132.0,8.0,410943227278.0,260821323529.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9.a,47.192.150.629,41.360.203.109,136.0,,47192150629.0,41360203109.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,10,(17.408.573.645),(15.959.290.266),137.0,10.0,-17408573645.0,-15959290266.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,945.588.775.727,816.108.143.792,140.0,11.0,945588775727.0,816108143792.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,946.659.821.282,817.696.873.548,141.0,,946659821282.0,817696873548.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(1.071.045.555),(1.588.729.756),149.0,,-1071045555.0,-1588729756.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,56.937.402.206,19.292.136.578,150.0,,56937402206.0,19292136578.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12.a,54.909.834.199,17.403.657.957,151.0,,54909834199.0,17403657957.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,-,1.523.202.189,152.0,,,1523202189.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,18,2.027.568.007,365.276.432,153.0,18.0,2027568007.0,365276432.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.975.684.446.379,5.351.994.284.648,200.0,,4975684446379.0,5351994284648.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,456.640.965,786.569.947,210.0,,456640965.0,786569947.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,-,-,211.0,,,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9.b,456.640.965,786.569.947,216.0,,456640965.0,786569947.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,3.913.337.322.796,4.285.197.336.022,220.0,,3913337322796.0,4285197336022.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,3.905.463.978.341,4.273.476.385.123,221.0,13.0,3905463978341.0,4273476385123.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,9.051.489.881.726,8.939.411.452.990,222.0,,9051489881726.0,8939411452990.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(5.146.025.903.385),(4.665.935.067.867),223.0,,-5146025903385.0,-4665935067867.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,14,7.873.344.455,11.720.950.899,227.0,14.0,7873344455.0,11720950899.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,62.861.937.395,62.343.137.395,228.0,,62861937395.0,62343137395.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(54.988.592.940),(50.622.186.496),229.0,,-54988592940.0,-50622186496.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,-,230.0,,,
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,33.080.880.259,46.712.984.551,240.0,,33080880259.0,46712984551.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,15,33.080.880.259,46.712.984.551,242.0,15.0,33080880259.0,46712984551.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6.b,800.000.000.000,800.000.000.000,250.0,,800000000000.0,800000000000.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,800.000.000.000,800.000.000.000,251.0,,800000000000.0,800000000000.0
2. Đầu tư nấm giữ đến ngày đáo hạn,2. Đầu tư nấm giữ đến ngày đáo hạn,2. Đầu tư nấm giữ đến ngày đáo hạn,255,,-,-,255.0,,,
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,228.809.602.359,219.297.394.128,260.0,,228809602359.0,219297394128.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12.b,228.809.602.359,219.297.394.128,261.0,,228809602359.0,219297394128.0
2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,268,,-,-,268.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,11.062.942.368.153,10.674.703.916.893,270.0,,11062942368153.0,10674703916893.0
