row_label_raw,row_label_full,Ngân hàng > Ngân hàng TNHH MTV HSBC (Singapore),Số cuối năm VND > 2.768.400.000.000,col_2,col_3,col_4,Kỳ hạn trả gốc > Ngày 19 tháng 11 năm 2022,numeric__Số cuối năm VND > 2.768.400.000.000,numeric__col_2,numeric__col_3,numeric__col_4,numeric__Kỳ hạn trả gốc > Ngày 19 tháng 11 năm 2022
Trái phiếu thường trong nước,Trái phiếu thường trong nước,Trái phiếu thường trong nước,Trái phiếu thường trong nước,Trái phiếu thường trong nước,Trái phiếu thường trong nước,Trái phiếu thường trong nước,Trái phiếu thường trong nước,,,,,
Trái chủ,Trái chủ,Trái chủ,Số cuối năm VND,Lãi suất (%/năm),Ngày đáo hạn,Mục đích,Tài sản đảm bảo,,,,,
Công ty TNHH Manulife (Việt Nam),Trái chủ > Công ty TNHH Manulife (Việt Nam),Công ty TNHH Manulife (Việt Nam),480.000.000.000,,,,,480000000000.0,,,,
Công ty TNHH Bảo hiểm Nhân thọ Prudential Việt Nam,Trái chủ > Công ty TNHH Bảo hiểm Nhân thọ Prudential Việt Nam,Công ty TNHH Bảo hiểm Nhân thọ Prudential Việt Nam,470.000.000.000,,,,,470000000000.0,,,,
Công ty TNHH Bảo hiểm Nhân thọ AIA (Việt Nam),Trái chủ > Công ty TNHH Bảo hiểm Nhân thọ AIA (Việt Nam),Công ty TNHH Bảo hiểm Nhân thọ AIA (Việt Nam),100.000.000.000,"6,55",17 Tháng 11 năm 2022,Tải trợ vốn lưu động,Tín chấp,100000000000.0,6.55,,,
Công ty TNHH Bảo hiểm Nhân thọ Chubb Việt Nam,Trái chủ > Công ty TNHH Bảo hiểm Nhân thọ Chubb Việt Nam,Công ty TNHH Bảo hiểm Nhân thọ Chubb Việt Nam,45.000.000.000,,,,,45000000000.0,,,,
Công ty TNHH Bảo hiểm Nhân thọ Sun Life Việt Nam,Trái chủ > Công ty TNHH Bảo hiểm Nhân thọ Sun Life Việt Nam,Công ty TNHH Bảo hiểm Nhân thọ Sun Life Việt Nam,40.000.000.000,,,,,40000000000.0,,,,
Chi phí phát hành trái phiếu,Trái chủ > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(3.783.333.351),,,,,-3783333351.0,,,,
TỔNG CỘNG,Trái chủ > TỔNG CỘNG,TỔNG CỘNG,1.131.216.666.649,,,,,1131216666649.0,,,,
