row_label_raw,row_label_full,Tên công ty,Địa chỉ,Hoạt động chính,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,Hoạt động chính,%sở hữu,Giá gốc đầu tưVND,Dự phòngVND,%sở hữu,Giá gốc đầu tưVND,Dự phòngVND,,,,,,,,
Công ty Cổ phần Thương mạiBách Hóa Xanh (*),Tên công ty > Công ty Cổ phần Thương mạiBách Hóa Xanh (*),Công ty Cổ phần Thương mạiBách Hóa Xanh (*),"Thành phốHồ Chí Minh, Việt Nam",Thương mạithực phẩm,"99,95",12.825.295.910.000,-,"99,95",9.626.831.940.000,-,,,99.95,12825295910000.0,,99.95,9626831940000.0,
Công ty Cổ phầnThế Giới Di Đông (*),Tên công ty > Công ty Cổ phầnThế Giới Di Đông (*),Công ty Cổ phầnThế Giới Di Đông (*),"Thành phốHồ Chí Minh, Việt Nam",Thương mạisản phẩm điện tử,"99,95",3.626.466.331.000,-,"99,95",2.826.909.551.000,-,,,99.95,3626466331000.0,,99.95,2826909551000.0,
Công ty Cổ phần Thế Giới SốTrần Anh,Tên công ty > Công ty Cổ phần Thế Giới SốTrần Anh,Công ty Cổ phần Thế Giới SốTrần Anh,"Thành phố Hà Nội,Viết Nam",Thương mạisản phẩm điện tử,"99,33",860.937.300.707,-,"99,33",860.937.300.707,-,,,99.33,860937300707.0,,99.33,860937300707.0,
Công ty TNHH MTV Công nghệThông tin Thế Giới Di Đông,Tên công ty > Công ty TNHH MTV Công nghệThông tin Thế Giới Di Đông,Công ty TNHH MTV Công nghệThông tin Thế Giới Di Đông,"Thành phốHồ Chí Minh, Việt Nam",Công nghệthông tin,"100,00",538.000.000.000,-,"100,00",538.000.000.000,-,,,100.0,538000000000.0,,100.0,538000000000.0,
Công ty Cổ phần 4K Farm (*),Tên công ty > Công ty Cổ phần 4K Farm (*),Công ty Cổ phần 4K Farm (*),"Tỉnh Bà Rịa – VũngTàu, Việt Nam",Nông nghiệp,"99,99",99.998.900.000,-,-,,-,,,99.99,99998900000.0,,,,
Công ty Cổ phần LogisticsToàn Tín (*),Tên công ty > Công ty Cổ phần LogisticsToàn Tín (*),Công ty Cổ phần LogisticsToàn Tín (*),"Thành phốHồ Chí Minh, Việt Nam",Kho vận,"99,99",5.000.000.000,-,-,,-,,,99.99,5000000000.0,,,,
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,,17.955.698.441.707,-,,13.852.678.791.707,-,,,,17955698441707.0,,,13852678791707.0,
