row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu cho vay ngắn hạn (i),Phải thu cho vay ngắn hạn (i),Phải thu cho vay ngắn hạn (i),Phải thu cho vay ngắn hạn (i),Phải thu cho vay ngắn hạn (i),Phải thu cho vay ngắn hạn (i),Phải thu cho vay ngắn hạn (i),,,,
Công ty Cổ phầnThế Giới Di Động,Phải thu cho vay ngắn hạn (i) > Công ty Cổ phầnThế Giới Di Động,Công ty Cổ phầnThế Giới Di Động,Công ty con,Cho vay,4.214.280.000.000,1.555.800.000.000,,,4214280000000.0,1555800000000.0
Công ty Cổ phầnBán lẻ An Khang,Phải thu cho vay ngắn hạn (i) > Công ty Cổ phầnBán lẻ An Khang,Công ty Cổ phầnBán lẻ An Khang,Công tytrong cùng Tậpđoàn (*),Cho vay,-,80.000.000.000,,,,80000000000.0
Công ty TNHHMTV Công nghệThông tin Thế GiớiDi Động,Phải thu cho vay ngắn hạn (i) > Công ty TNHHMTV Công nghệThông tin Thế GiớiDi Động,Công ty TNHHMTV Công nghệThông tin Thế GiớiDi Động,Công ty con,Cho vay,-,60.575.000.000,,,,60575000000.0
