row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2016,Ngày 1 tháng 9 năm 2016,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 1 tháng 9 năm 2016
200,200,200,B. TÀI SẢN DÀI HẠN,,2.424.372.315.071,2.247.817.336.239,,,2424372315071.0,2247817336239.0
210,210,210,I. Các khoản phải thu dài hạn,,74.761.814.071,93.667.616.669,,,74761814071.0,93667616669.0
212,212,212,1. Trả trước cho người bán dài hạn,,303.483.704,-,,,303483704.0,
215,215,215,2. Phải thu về cho vay dài hạn,7,66.274.782.464,78.751.548.200,,7.0,66274782464.0,78751548200.0
216,216,216,3. Phải thu dài hạn khác,8,8.313.182.113,15.110.025.566,,8.0,8313182113.0,15110025566.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,8,(129.634.210),(193.957.097),,8.0,-129634210.0,-193957097.0
220,220,220,II. Tài sản cố định,,272.517.661.979,297.985.045.875,,,272517661979.0,297985045875.0
221,221,221,1. Tài sản cố định hữu hình,10,248.338.568.458,271.989.368.750,,10.0,248338568458.0,271989368750.0
222,222,222,Nguyên giá,,852.857.525.390,875.196.106.102,,,852857525390.0,875196106102.0
223,223,223,Giá trị hao mòn lũy kế,,(604.518.956.932),(603.206.737.352),,,-604518956932.0,-603206737352.0
227,227,227,2. Tài sản cố định vô hình,11,24.179.093.521,25.995.677.125,,11.0,24179093521.0,25995677125.0
228,228,228,Nguyên giá,,46.803.251.080,47.980.769.640,,,46803251080.0,47980769640.0
229,229,229,Giá trị hao mòn lũy kế,,(22.624.157.559),(21.985.092.515),,,-22624157559.0,-21985092515.0
230,230,230,III. Rất động sản đầu tư,12,183.801.996.324,172.918.268.909,,12.0,183801996324.0,172918268909.0
231,231,231,1. Nguyên giá,,233.015.377.835,216.314.744.504,,,233015377835.0,216314744504.0
232,232,232,2. Giá trị hao mòn lũy kế,,(49.213.381.511),(43.396.475.595),,,-49213381511.0,-43396475595.0
240,240,240,IV. Tài sản dở dang dài hạn,13,108.442.014.803,99.837.662.179,,13.0,108442014803.0,99837662179.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",13.1,67.542.503.780,54.109.090.909,,131.0,67542503780.0,54109090909.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,13.2,40.899.511.023,45.728.571.270,,132.0,40899511023.0,45728571270.0
250,250,250,V. Đầu tư tài chính dài hạn,14,1.734.953.680.273,1.537.894.185.327,,14.0,1734953680273.0,1537894185327.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",14.1,1.715.075.612.152,1.518.361.614.475,,141.0,1715075612152.0,1518361614475.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.2,19.878.068.121,19.532.570.852,,142.0,19878068121.0,19532570852.0
260,260,260,VI. Tài sản dài hạn khác,,49.895.147.621,45.514.557.280,,,49895147621.0,45514557280.0
261,261,261,1. Chi phí trả trước dài hạn,15,44.137.002.358,42.608.135.483,,15.0,44137002358.0,42608135483.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,450.221.391,339.971.694,,,450221391.0,339971694.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế",,5.307.923.872,2.566.450.103,,,5307923872.0,2566450103.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.176.337.056.222,6.494.554.650.706,,,5176337056222.0,6494554650706.0
