row_label_raw,row_label_full,col_0,Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016
Lương và thường,Lương và thường,Lương và thường,2.698.636.364,2698636364.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.698.636.364,2698636364.0
