row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Ngày 31 tháng 12 năm 2016,Đơn vị tính: VND > Ngày 1 tháng 9 năm 2016,numeric__Đơn vị tính: VND > Ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Ngày 1 tháng 9 năm 2016
"Dự án Vạn Phúc, I Hà Đông (i)","Dự án Vạn Phúc, I Hà Đông (i)","Dự án Vạn Phúc, I Hà Đông (i)",54.109.090.909,54.109.090.909,54109090909.0,54109090909.0
Dự án Eco Lakeview (ii),Dự án Eco Lakeview (ii),Dự án Eco Lakeview (ii),13.433.412.871,-,13433412871.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,67.542.503.780,54.109.090.909,67542503780.0,54109090909.0
