row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Ngày 31 tháng 12năm 2016,Đơn vị tính: VND > Ngày 1 tháng 9năm 2016,numeric__Đơn vị tính: VND > Ngày 31 tháng 12năm 2016,numeric__Đơn vị tính: VND > Ngày 1 tháng 9năm 2016
Đầu tư vào cổ phiếu (i),Đầu tư vào cổ phiếu (i),Đầu tư vào cổ phiếu (i),10.041.192.822,10.279.860.782,10041192822.0,10279860782.0
Đầu tư dài hạn khác (ii),Đầu tư dài hạn khác (ii),Đầu tư dài hạn khác (ii),9.836.875.299,9.252.710.070,9836875299.0,9252710070.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,19.878.068.121,19.532.570.852,19878068121.0,19532570852.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,-,-,,
