row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2016,Ngày 1 tháng 9 năm 2016,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 1 tháng 9 năm 2016
300,300,300,C. NỘ PHẢI TRẢ,,1.193.468.437.356,2.938.552.897.137,,,1193468437356.0,2938552897137.0
310,310,310,I. Nợ ngắn hạn,,1.144.057.335.833,2.876.934.087.003,,,1144057335833.0,2876934087003.0
311,311,311,1. Phải trả người bán ngắn hạn,16,106.749.081.276,102.777.220.934,,16.0,106749081276.0,102777220934.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,26.704.107.856,18.887.573.321,,,26704107856.0,18887573321.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,129.173.146.907,283.365.168.857,,17.0,129173146907.0,283365168857.0
314,314,314,4. Phải trả người lao động,,50.431.993.566,44.408.516.052,,,50431993566.0,44408516052.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,17.333.680.808,21.049.747.822,,18.0,17333680808.0,21049747822.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,5.082.318.317,11.609.729.159,,,5082318317.0,11609729159.0
319,319,319,7. Phải trả ngắn hạn khác,19,624.258.185.782,2.246.197.598.924,,19.0,624258185782.0,2246197598924.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,20,167.752.702.680,129.790.757.495,,20.0,167752702680.0,129790757495.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,-,62.882.500,,,,62882500.0
322,322,322,"10. Quý khen thưởng, phúc lợi",,16.572.118.641,18.784.891.939,,,16572118641.0,18784891939.0
330,330,330,II. Nợ dài hạn,,49.411.101.523,61.618.810.134,,,49411101523.0,61618810134.0
331,331,331,1. Phải trả người bán dài hạn,16,497.035.331,10.660.500,,16.0,497035331.0,10660500.0
332,332,332,2. Người mua trả tiền trước dài hạn,,130.582.288,-,,,130582288.0,
336,336,336,3. Doanh thu chưa thực hiện dài hạn,,-,55.050.505,,,,55050505.0
337,337,337,4. Phải trả dài hạn khác,19,8.704.336.476,8.668.669.711,,19.0,8704336476.0,8668669711.0
338,338,338,5. Vay và nợ thuê tài chính dài hạn,20,37.632.940.358,52.884.429.418,,20.0,37632940358.0,52884429418.0
341,341,341,6. Thuế thu nhập doanh nghiệp hoãn lại phải trả,,2.446.207.070,-,,,2446207070.0,
