row_label_raw,row_label_full,Bên vay,Số cuối kỳ VND,Kỳ hạn trả gốc và lãi,Hình thức đàm báo,numeric__Số cuối kỳ VND,numeric__Kỳ hạn trả gốc và lãi,numeric__Hình thức đàm báo
Công ty TNHH Việt Nhật Chế biến gỗ và Đăm gỗ Dung Quát,Công ty TNHH Việt Nhật Chế biến gỗ và Đăm gỗ Dung Quát,Công ty TNHH Việt Nhật Chế biến gỗ và Đăm gỗ Dung Quát,2.598.948.200,Đáo hạn ngày 30 tháng 9 năm 2017. Gốc vay và lãi trả 6 tháng 1 lần.,Tín chấp,2598948200.0,,
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,1.454.720.000,Ngày đáo hạn là ngày 30 tháng 9 năm 2017. Tiền gốc và lãi trả 6 tháng 1 lần.,Tín chấp,1454720000.0,,
Công ty TNHH Ván dán OJI – Vinafor Bắc Giang,Công ty TNHH Ván dán OJI – Vinafor Bắc Giang,Công ty TNHH Ván dán OJI – Vinafor Bắc Giang,7.576.666.136,"Ngày đáo hạn theo từng hợp đồng vay, trong đó ngày đáo hạn cuối cùng là ngày 31 tháng 12 năm 2017. Gốc vay trả khi đáo hạn và tiền lãi trả hàng quý.",Tín chấp,7576666136.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,11.630.334.336,,,11630334336.0,,
