row_label_raw,row_label_full,Bên vay,Số cuối kỳ VND,Kỳ hạn trả gốc và lãi,Hình thức đảm bảo,numeric__Số cuối kỳ VND,numeric__Kỳ hạn trả gốc và lãi,numeric__Hình thức đảm bảo
Công ty TNHH Việt Nhật Chế biến gỗ và Đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và Đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và Đảm gỗ Dung Quất,9.095.409.500,Đáo hạn là ngày 31 tháng 3 năm 2021Tiền gốc và lãi trả 6 tháng 1 lần,Tín chấp,9095409500.0,,
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,2.909.440.000,Đáo hạn là ngày 31 tháng 3 năm 2019Tiền gốc và lãi trả 6 tháng 1 lần,Tín chấp,2909440000.0,,
Công ty TNHH Ván dán OJI – Vinafor Bắc Giang,Công ty TNHH Ván dán OJI – Vinafor Bắc Giang,Công ty TNHH Ván dán OJI – Vinafor Bắc Giang,54.248.932.964,Ngày đáo hạn theo từng hợp đồng cho vay với ngày đáo hạn cuối cùng là ngày 31 tháng 3 năm 2023Tiền gốc và lãi trả 3 tháng 1 lần hoặc khi đáo hạn tùy thuộc từng hợp đồng,Tín chấp,54248932964.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,66.253.782.464,,,66253782464.0,,
