row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Vốn khác của chủ sở hữu,Chênh lệcn đánh giá lại tài sản,Chênh lệch tỷ giá hối đoái,Quỹ đầu tư phát triển,Quỹ khác thuộc vốn chủ sở hữu,Lợi nhuận sau thuế chưa phân phối lũy kế/(lỗ lũy kế) (**),Nguồn vốn đầu tư XDCB,Tổng cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Vốn khác của chủ sở hữu,numeric__Chênh lệcn đánh giá lại tài sản,numeric__Chênh lệch tỷ giá hối đoái,numeric__Quỹ đầu tư phát triển,numeric__Quỹ khác thuộc vốn chủ sở hữu,numeric__Lợi nhuận sau thuế chưa phân phối lũy kế/(lỗ lũy kế) (**),numeric__Nguồn vốn đầu tư XDCB,numeric__Tổng cộng
Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,,,,,,,,,,
Vào ngày 1 tháng 1 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > Vào ngày 1 tháng 1 năm 2016,Vào ngày 1 tháng 1 năm 2016,2.007.131.759.730,1.500.000,25.120.504.411,433.932.549.675,11.553.261.474,291.515.405.822,335.095.036,1.214.859.498.589,3.085.106.920,3.987.534.581.657,2007131759730.0,1500000.0,25120504411.0,433932549675.0,11553261474.0,291515405822.0,335095036.0,1214859498589.0,3085106920.0,3987534581657.0
- Bản giao sang ccng ty cế phân,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > - Bản giao sang ccng ty cế phân,- Bản giao sang ccng ty cế phân,1.492.868.240.270,(1.500.000),(17.420.695.840),(433.932.549.675),(10.8C3.951.913),(455.930.768.265),5.518.556,(1.056.888.234.638),(2.720.033.351),(484.823.974.856),1492868240270.0,-1500000.0,-17420695840.0,-433932549675.0,,-455930768265.0,5518556.0,-1056888234638.0,-2720033351.0,-484823974856.0
- Lợi nhuận thuần trong kỳ,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > - Lợi nhuận thuần trong kỳ,- Lợi nhuận thuần trong kỳ,-,-,-,-,-,-,-,388.745.660.525,-,388.745.660.525,,,,,,,,388745660525.0,,388745660525.0
- Phân phối lợi nhuận,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > - Phân phối lợi nhuận,- Phân phối lợi nhuận,-,-,-,-,-,-,-,(363.084.936.985),-,(363.084.936.985),,,,,,,,-363084936985.0,,-363084936985.0
- Trích quỹ khen thưởng phúc lợi,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > - Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,-,-,-,-,-,(385.909.071),-,(23.349.721.567),-,(23.735.630.638),,,,,,-385909071.0,,-23349721567.0,,-23735630638.0
- Trích quỹ đầu tư phát triển,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > - Trích quỹ đầu tư phát triển,- Trích quỹ đầu tư phát triển,-,-,-,-,-,"164.801.27*,514",(30.599.989),(164.770.671.525),-,-,,,,,,,-30599989.0,-164770671525.0,,
- Tăng/(qiảm) khác r**,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > - Tăng/(qiảm) khác r**,- Tăng/(qiảm) khác r**,-,-,(7.699.806.571),-,(749.309.561),-,(3:10.013.603),(3.222.115.920),(365.073.569),"(12.346.32*,224)",,,-7699806571.0,,-749309561.0,,,-3222115920.0,-365073569.0,
Vào ngày 31 tháng 8 năm 2016,Cho giải đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016 > Vào ngày 31 tháng 8 năm 2016,Vào ngày 31 tháng 8 năm 2016,3.500.000.000.000,-,-,-,-,-,-,(7.710.521.521),-,3.492.289.478.479,3500000000000.0,,,,,,,-7710521521.0,,3492289478479.0
