row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2016,Ngày 1 tháng 9 năm 2016,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 1 tháng 9 năm 2016
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.751.964.741.151,4.246.737.314.467,,,2751964741151.0,4246737314467.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,103.787.686.984,1.883.659.146.430,,4.0,103787686984.0,1883659146430.0
111,111,111,1. Tiền,,53.287.555.626,1.812.202.098.290,,,53287555626.0,1812202098290.0
112,112,112,2. Các khoản tương đương tiền,,50.500.131.358,71.457.048.140,,,50500131358.0,71457048140.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,1.760.966.501.693,1.563.519.668.915,,5.0,1760966501693.0,1563519668915.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,1.760.966.501.693,1.563.519.668.915,,,1760966501693.0,1563519668915.0
130,130,130,III. Các khoản phải thu ngắn hạn,,302.381.628.773,279.226.443.898,,,302381628773.0,279226443898.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,168.260.093.817,158.055.238.212,,6.0,168260093817.0,158055238212.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,41.833.764.995,53.511.294.147,,,41833764995.0,53511294147.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,11.630.334.336,-,,7.0,11630334336.0,
136,136,136,4. Phải thu ngắn hạn khác,8,105.937.289.864,87.283.305.213,,8.0,105937289864.0,87283305213.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(25.279.854.239),(19.623.393.674),,,-25279854239.0,-19623393674.0
140,140,140,IV. Hàng tồn kho,9,561.969.559.034,485.683.320.117,,9.0,561969559034.0,485683320117.0
141,141,141,1. Hàng tồn kho,,564.716.716.278,488.437.785.573,,,564716716278.0,488437785573.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(2.747.157.244),(2.754.465.456),,,-2747157244.0,-2754465456.0
150,150,150,V. Tài sản ngắn hạn khác,,22.859.364.667,34.648.735.107,,,22859364667.0,34648735107.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,3.922.794.651,9.288.545.353,,15.0,3922794651.0,9288545353.0
152,152,152,2. Thuế GTGT được khấu trừ,,18.580.821.921,24.467.154.050,,,18580821921.0,24467154050.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,355.748.095,893.035.704,,17.0,355748095.0,893035704.0
