row_label_raw,row_label_full,Bên cho vay > Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàng Mai,Ngày 31 tháng 12năm 2016 (VND) > 8.728.098.400,Kỳ hạn trả gốc và lãi > Trả nợ gốc 6 tháng một lần với kỳ trả nợ cuối cùng vào ngày 6 tháng 5 năm 2021. Lãi vay trả hàng tháng.,"Lãi suất > 8,5%/ năm",Hình thức đãm bảo > Tín chấp,numeric__Ngày 31 tháng 12năm 2016 (VND) > 8.728.098.400,numeric__Kỳ hạn trả gốc và lãi > Trả nợ gốc 6 tháng một lần với kỳ trả nợ cuối cùng vào ngày 6 tháng 5 năm 2021. Lãi vay trả hàng tháng.,"numeric__Lãi suất > 8,5%/ năm",numeric__Hình thức đãm bảo > Tín chấp
Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,1.522.737.900,,,,1522737900.0,,,
Ngân hàng Phát triển Việt Nam - Chi nhánh Gia Lai,Ngân hàng Phát triển Việt Nam - Chi nhánh Gia Lai,Ngân hàng Phát triển Việt Nam - Chi nhánh Gia Lai,31.700.000.000,Trả nợ gốc 6 tháng một lần với kỳ trả nợ cuối cùng vào ngày 22 tháng 6 năm 2022. Lãi vay trả hàng tháng.,3%/ năm,Nhà máy Ván sợi tỷ trọng trung bình MDF Gia Lai,31700000000.0,,,
Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,25.000.000.000,,,,25000000000.0,,,
Ngân hàng Phát triển Việt Nam - Chi nhánh Hòa Bình,Ngân hàng Phát triển Việt Nam - Chi nhánh Hòa Bình,Ngân hàng Phát triển Việt Nam - Chi nhánh Hòa Bình,13.504.943.948,Trả nợ gốc 3 tháng một lần với kỳ trả nợ cuối cùng vào ngày 31 tháng 3 năm 2019. Lãi vay trả hàng tháng.,"8,4%/ năm",Tài sản hình thành tử vốn vay,13504943948.0,,,
Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,4.227.989.250,,,,4227989250.0,,,
Ngân hàng TMCP Ngoại thương - Chi nhánh Hà Tĩnh,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà Tĩnh,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà Tĩnh,5.503.130.910,Khoản vay dùng để thanh tcán tiền nhập gỗ từ Lào.,Không xác định,Tổng Công ty Lâm nghiệp Việt Nam bảo lãnh,5503130910.0,,,
Ngân hàng TMCP Ngoại Thương - Chi nhánh Biên Hòa,Ngân hàng TMCP Ngoại Thương - Chi nhánh Biên Hòa,Ngân hàng TMCP Ngoại Thương - Chi nhánh Biên Hòa,577.500.000,Gốc và lãi trả vạc ngày 29 tháng 9 năm 2019.,"8,43%/năm",Xe ô tô hình thành tử vốn vay,577500000.0,,,
Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,210.000.000,,,,210000000.0,,,
