row_label_raw,row_label_full,Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > Vào ngày 1 tháng 9 năm 2016,Vốn góp của chủ sở hữu > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > 3.500.000.000.000,Chênh lệch tỷ giá hối đoái > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > -,Quỹ đầu tư phát triển > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > -,Quỹ khác thuộc vốn chủ sở hữu > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > -,Lợi nhuận sau thuế chưa phân phối lũy kế/(lỗ lũy kế) > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > (7.710.521.521),Đơn vị tính: VND Tổng cộng > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > 3.492.289.478.479,numeric__Vốn góp của chủ sở hữu > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > 3.500.000.000.000,numeric__Chênh lệch tỷ giá hối đoái > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > -,numeric__Quỹ đầu tư phát triển > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > -,numeric__Quỹ khác thuộc vốn chủ sở hữu > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > -,numeric__Lợi nhuận sau thuế chưa phân phối lũy kế/(lỗ lũy kế) > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > (7.710.521.521),numeric__Đơn vị tính: VND Tổng cộng > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 > 3.492.289.478.479
- Lợi nhuận/(lỗ) thuần trọng kỳ,- Lợi nhuận/(lỗ) thuần trọng kỳ,- Lợi nhuận/(lỗ) thuần trọng kỳ,-,-,-,-,428.428.161.900,428.428.161.900,,,,,428428161900.0,428428161900.0
- Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,-,-,,-,(2.523.040.606),(2.523.040.606),,,,,-2523040606.0,-2523040606.0
- Trích quỹ đầu tư phát triển,- Trích quỹ đầu tư phát triển,- Trích quỹ đầu tư phát triển,-,,2.356.709.255,-,(2.356.709.255),-,,,2356709255.0,,-2356709255.0,
- Tăng/(giảm) khác,- Tăng/(giảm) khác,- Tăng/(giảm) khác,-,1.591.717.162,(1.070.470.770),48.852.285,(446.700.861),123.397.816,,1591717162.0,-1070470770.0,48852285.0,-446700861.0,123397816.0
Vào ngày 31 tháng 12 năm 2016,Vào ngày 31 tháng 12 năm 2016,Vào ngày 31 tháng 12 năm 2016,3.500.000.000.000,1.591.717.162,1.286.238.485,48.852.285,415.391.189.657,3.918.317.997.589,3500000000000.0,1591717162.0,1286238485.0,48852285.0,415391189657.0,3918317997589.0
