row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016
Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,251.053.898.917,646.404.539.927,251053898917.0,646404539927.0
Giá vốn bản thành phẩm,Giá vốn bản thành phẩm,Giá vốn bản thành phẩm,212.662.091.071,410.721.205.943,212662091071.0,410721205943.0
Giá vốn của hoạt động khai thác rừng trồng,Giá vốn của hoạt động khai thác rừng trồng,Giá vốn của hoạt động khai thác rừng trồng,99.259.057.946,205.884.901.207,99259057946.0,205884901207.0
Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,15.046.340.979,28.682.789.591,15046340979.0,28682789591.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,10.581.037.792,20.445.230.542,10581037792.0,20445230542.0
Giá trị hàng tồn kho mất mát trong kỳ được tính trực tiếp vào giá vốn,Giá trị hàng tồn kho mất mát trong kỳ được tính trực tiếp vào giá vốn,Giá trị hàng tồn kho mất mát trong kỳ được tính trực tiếp vào giá vốn,,378.981.603,,378981603.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,500.602.426.705,1.312.517.657.813,500602426705.0,1312517657813.0
