row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 1 tháng 9 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 1 tháng 9 năm 2016
Số dư đầu kỳ,Số dư đầu kỳ,Số dư đầu kỳ,61.637.270.813,64.408.295.443,61637270813.0,64408295443.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,2.674.868.421,6.584.954.066,2674868421.0,6584954066.0
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,-,(5.680.450.455),,-5680450455.0
Giảm khác,Giảm khác,Giảm khác,(1.170.216.726),(3.675.528.241),-1170216726.0,-3675528241.0
Số dư cuối kỳ,Số dư cuối kỳ,Số dư cuối kỳ,63.141.922.508,61.637.270.813,63141922508.0,61637270813.0
