row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2016,Ngày 1 tháng 9 năm 2016,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 1 tháng 9 năm 2016
400,400,400,D. VỐN CHỦ SỞ HỮU,21,3.982.868.618.866,3.556.001.753.569,,21.0,3982868618866.0,3556001753569.0
410,410,410,I. Vốn chủ sở hữu,,3.981.459.920.097,3.553.926.749.292,,,3981459920097.0,3553926749292.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
417,417,417,2. Chênh lệch tỷ giá hối đoái,,1.591.717.162,-,,,1591717162.0,
418,418,418,3. Quỹ đầu tư phát triển,,1.286.238.485,-,,,1286238485.0,
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,48.852.285,-,,,48852285.0,
421,421,421,5. Lợi nhuận sau thuế chưa phân phối/(Lỗ lũy kế),,415.391.189.657,(7.710.521.521),,,415391189657.0,-7710521521.0
421a,421a,421a,- Lỗ lũy kế đến kỳ trước,,(8.157.222.381),-,,,-8157222381.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này/(Lỗ ký này),,423.548.412.038,(7.710.521.521),,,423548412038.0,-7710521521.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,22,63.141.922.508,61.637.270.813,,22.0,63141922508.0,61637270813.0
430,430,430,II. Nguồn kính phí và quỹ khác,,1.408.698.769,2.075.004.277,,,1408698769.0,2075004277.0
431,431,431,1. Nguồn kính phí,,388.102.697,1.215.694.304,,,388102697.0,1215694304.0
432,432,432,2. Nguồn kính phí đã hình thành TSCĐ,,1.020.596.072,859.309.973,,,1020596072.0,859309973.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.176.337.056.222,6.494.554.650.706,,,5176337056222.0,6494554650706.0
