row_label_raw,row_label_full,NÔI DUNG,Trang,numeric__Trang
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 5,
BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,,
Bảng Cân đối kế toán,Bảng Cân đối kế toán,Bảng Cân đối kế toán,6 - 7,
Báo cáo Kết quả hoạt động kinh doanh,Bảng Cân đối kế toán > Báo cáo Kết quả hoạt động kinh doanh,Báo cáo Kết quả hoạt động kinh doanh,8,8.0
Báo cáo Lưu chuyển tiền tệ,Bảng Cân đối kế toán > Báo cáo Lưu chuyển tiền tệ,Báo cáo Lưu chuyển tiền tệ,9,9.0
Bản thuyết minh Báo cáo tài chính,Bản thuyết minh Báo cáo tài chính,Bản thuyết minh Báo cáo tài chính,10 - 43,
